tissue,Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SYMBOL
body,FBgn0037544,42.52622035191287,-4.744574857894693e-4,0.14922458857875764,-0.003179485970162756,0.9974631415073577,0.9980822992612419,CG11035
body,FBgn0037539,43.43372096141521,0.22668499718511317,0.13638392276739772,1.6621093790631292,0.09649084536639807,0.18250893837563356,CG10435
body,FBgn0037537,45.76601460693585,0.2199394654944117,0.1344858288894317,1.6354099707801646,0.10196313361557714,0.19062287200731848,CG2767
body,FBgn0037534,88.1112791862809,-0.4660853668138349,0.12357141228243516,-3.7717895927947223,1.620809048501581e-4,8.28784833048231e-4,Elovl7
body,FBgn0037533,429.9512540713323,0.3911476681875438,0.05549701367866443,7.048084973586944,1.8139686128773002e-12,5.041581730962427e-11,CD98hc
body,FBgn0014861,204.87010256895027,-0.2068819758493814,0.07585263603519019,-2.7274197267633915,0.0063831786639500215,0.01967434800437368,Mcm2
body,FBgn0037562,90.47192067014835,-0.35137704845254353,0.16899151425810158,-2.079258535525539,0.0375935940513283,0.08608078637889376,Nazo
body,FBgn0037566,76.91437175823562,0.7110948527790156,0.11083401549226927,6.415853920122697,1.4003567779594738e-10,2.871692061350613e-9,mRpL1
body,FBgn0037573,158.73805923993152,0.5103155181234672,0.08434868459168884,6.050070852838768,1.447821439412e-9,2.357462788214287e-8,CG7483
body,FBgn0062412,52.30879528348539,-0.1719790410249163,0.20630249087299413,-0.833625615944655,0.40449198611935844,0.5359976010064987,Ctr1B
body,FBgn0037580,360.58659370590277,-0.11857114993472218,0.055177931010667036,-2.1488872047739505,0.03164334233992744,0.07465217399319837,DppIII
body,FBgn0020249,85.21158006773459,0.6058357592912604,0.10121778514238729,5.985467459488527,2.157692588604465e-9,3.39336629544429e-8,stck
body,FBgn0037583,109.74576864290731,0.027306288203787814,0.09079128271250107,0.30075892076837024,0.7635983353040625,0.8349469333628277,CG9684
body,FBgn0040529,1223.7591820061157,-0.282840986158455,0.0492489533661398,-5.743086234862345,9.296635136131845e-9,1.264656188982661e-7,COX7A
body,FBgn0037574,37.585672858205385,-0.13394567282685352,0.15945322058888053,-0.8400311535394238,0.4008909193455258,0.5330842473565788,Coq2
body,FBgn0037569,40.944209137802154,-0.024919917671887476,0.1520859747403911,-0.16385414706665405,0.8698459644685954,0.9115499396869012,tex
body,FBgn0037563,44.94720971876548,0.13850638464769532,0.1736850751059025,0.79745703286965,0.4251856474609297,0.5554289008970977,CG11672
body,FBgn0037561,42.8221137620945,-0.23662274877901787,0.14827089081471267,-1.5958813458180032,0.11051528708187698,0.20226229859233724,CG9630
body,FBgn0010173,257.2932105926846,-0.015859664481990676,0.06725993076026517,-0.2357966221898048,0.8135904893663892,0.8715785804011428,RPA1
body,FBgn0037592,78.19622655251466,-0.15517772595894014,0.10823011070327984,-1.433775914582314,0.15163622033872876,0.2582541861447763,CG11737
body,FBgn0037603,37.8421234205768,0.5137054188828709,0.15036175189318704,3.4164633785844254,6.34401959352839e-4,0.002773304294174309,Sys1
body,FBgn0037607,949.44883821368,0.015132623811526153,0.04632459846399718,0.326664975267665,0.7439212938279556,0.818008953376988,CG8036
body,FBgn0000447,90.93059044124574,0.32129206940683586,0.11605952684095269,2.768338611677546,0.005634288306591387,0.017729755480508546,Dhod
body,FBgn0024326,97.90755028828418,-0.009916798204659119,0.09844055335035741,-0.10073895226253433,0.9197576892082537,0.9448140162521618,Mkk4
body,FBgn0051450,211.3634199679654,-0.028181424752644787,0.07189410261963093,-0.3919852077679283,0.6950691434789837,0.7829849470916295,mRpS18A
body,FBgn0051453,108.11955638145926,-0.06109420611596265,0.09705978277081692,-0.6294492360468368,0.529054992840305,0.6457214828382144,pch2
body,FBgn0037608,129.94998724001027,-0.22446295025723087,0.08634940783059714,-2.5994729540889154,0.00933670355795502,0.02702112412104756,mRpL19
body,FBgn0037611,53.46122160654925,-0.3013853906686941,0.13772798208424297,-2.188265493386435,0.028650268880296693,0.06862441817984884,CG11755
body,FBgn0037617,44.86325247530243,-0.15509285702022607,0.15599912310423447,-0.9941905693700416,0.3201300984812298,0.4523775750617948,nom
body,FBgn0037619,23.418571194303507,-0.2693344251648558,0.19361913228069438,-1.3910527435604612,0.16420943339983107,0.2742352827148694,CG8159
body,FBgn0037622,63.89188632744591,-0.1013187479202756,0.12411693244042878,-0.8163168870524946,0.4143189184330182,0.5457667795824518,CG8202
body,FBgn0037632,742.0789644866577,-0.175430421198564,0.040514867161794366,-4.330025827259663,1.4909185454964801e-5,9.98280662654341e-5,CCT7
body,FBgn0037634,27.970749405230283,-0.08939328195821665,0.17740984910967944,-0.5038800405210387,0.6143456772377959,0.717496998157817,hng2
body,FBgn0040532,80.59773549543316,-0.5201685965297774,0.13372891548478488,-3.889724183016799,1.0035822079751264e-4,5.474702264825393e-4,CG8369
body,FBgn0037637,319.60977478523415,0.05629969591724457,0.06695730111455962,0.8408298270702312,0.40044327493082743,0.5328225829042459,IscU
body,FBgn0037636,816.1202055511201,-0.05412041356661239,0.08049043948882836,-0.6723831291059605,0.5013398203154187,0.6214223685878161,NA
body,FBgn0037623,21.50366934113917,0.11847457191035816,0.2024859947036636,0.5851000810389114,0.5584804243763508,0.6710923921689732,CG9801
body,FBgn0037621,103.6106959615516,-0.21270009387512914,0.09977884069906255,-2.1317154256847113,0.03303024792492509,0.07724201776564037,M1BP
