Gene	Tissue	Condition	V(G)	V(e)	Vp	h2
FBgn0019830	head	ctrl	0.080028	0.200388	0.280416	0.28539
FBgn0026324	head	ctrl	0	0.289887	0.289887	1e-06
FBgn0031457	head	ctrl	0.037788	1.61956	1.657347	0.0228
FBgn0026479	head	ctrl	0.051621	0.305053	0.356674	0.144729
FBgn0031436	head	ctrl	0.011367	0.155163	0.166531	0.06826
FBgn0031434	head	ctrl	2e-06	1.72453	1.724531	1e-06
FBgn0041337	head	ctrl	0.700515	1.399182	2.099697	0.333627
FBgn0031432	head	ctrl	1.016288	1.769093	2.785381	0.364865
FBgn0031420	head	ctrl	0.005324	0.807464	0.812788	0.00655
FBgn0031424	head	ctrl	0.020674	0.242626	0.2633	0.07852
FBgn0031428	head	ctrl	0.235086	0.596397	0.831483	0.282731
FBgn0000490	head	ctrl	0.041787	0.683235	0.725023	0.057636
FBgn0011818	head	ctrl	1e-06	0.523335	0.523335	1e-06
FBgn0031418	head	ctrl	0.291164	0.37677	0.667934	0.435917
FBgn0031417	head	ctrl	0.292378	0.412632	0.70501	0.414715
FBgn0014010	head	ctrl	0.007773	0.078779	0.086552	0.089811
FBgn0031374	head	ctrl	0.005724	0.163556	0.16928	0.033815
FBgn0031379	head	ctrl	0.011917	0.337619	0.349536	0.034094
FBgn0031381	head	ctrl	0.102988	0.108511	0.2115	0.486944
FBgn0040717	head	ctrl	0.646267	1.850415	2.496682	0.25885
FBgn0031384	head	ctrl	0.02631	0.46826	0.49457	0.053197
FBgn0003557	head	ctrl	0.014737	0.366202	0.380939	0.038685
FBgn0027509	head	ctrl	0.047482	0.976999	1.024481	0.046347
FBgn0031392	head	ctrl	0.035991	0.711866	0.747857	0.048125
FBgn0031399	head	ctrl	0.044404	0.869933	0.914336	0.048564
FBgn0031401	head	ctrl	0	0.353279	0.35328	1e-06
FBgn0010288	head	ctrl	0	0.312733	0.312734	1e-06
FBgn0031397	head	ctrl	0.071804	0.733549	0.805353	0.089158
FBgn0031395	head	ctrl	0.045643	0.648116	0.69376	0.065791
FBgn0000097	head	ctrl	1e-06	0.737446	0.737447	1e-06
FBgn0031391	head	ctrl	1e-06	0.801106	0.801107	1e-06
FBgn0031390	head	ctrl	0	0.425337	0.425337	1e-06
FBgn0031389	head	ctrl	0.189803	0.876646	1.066449	0.177976
FBgn0040718	head	ctrl	0.39079	0.873691	1.264481	0.309052
FBgn0031377	head	ctrl	0.014873	0.75997	0.774844	0.019195
FBgn0031375	head	ctrl	0.020772	1.129393	1.150165	0.01806
FBgn0011570	head	ctrl	0.0542	0.377713	0.431913	0.125488
FBgn0031360	head	ctrl	0.171928	0.9201	1.092028	0.157439
FBgn0051663	head	ctrl	0.009121	0.490055	0.499176	0.018272
FBgn0051664	head	ctrl	2.231174	1.006627	3.237802	0.689102
FBgn0027597	head	ctrl	0.080913	0.953636	1.034549	0.078211
FBgn0031361	head	ctrl	0.01813	1.174802	1.192932	0.015198
FBgn0000579	head	ctrl	0.012445	0.062384	0.074829	0.166317
FBgn0031359	head	ctrl	0.055858	0.225716	0.281574	0.198376
FBgn0031356	head	ctrl	0	0.464512	0.464513	1e-06
FBgn0021906	head	ctrl	0.015886	0.140873	0.156759	0.101341
FBgn0051935	head	ctrl	2e-06	1.60474	1.604742	1e-06
FBgn0031327	head	ctrl	0.169828	0.738563	0.90839	0.186954
FBgn0041097	head	ctrl	0.011712	0.630605	0.642318	0.018235
FBgn0053126	head	ctrl	0.113519	0.24223	0.355749	0.319098
FBgn0028481	head	ctrl	0.019533	0.356315	0.375848	0.051971
FBgn0015905	head	ctrl	0.402206	1.396523	1.798728	0.223606
FBgn0031298	head	ctrl	0.024394	1.716392	1.740787	0.014013
FBgn0031302	head	ctrl	0.484865	1.746382	2.231248	0.217307
FBgn0031304	head	ctrl	1e-06	1.069426	1.069427	1e-06
FBgn0031306	head	ctrl	0.02373	0.240924	0.264653	0.089663
FBgn0031307	head	ctrl	0.483051	1.717008	2.200059	0.219563
FBgn0031310	head	ctrl	0.012448	0.521874	0.534323	0.023297
FBgn0031312	head	ctrl	0.046114	0.458945	0.505059	0.091303
FBgn0031314	head	ctrl	0.179288	1.510949	1.690237	0.106073
FBgn0031315	head	ctrl	1e-06	1.431191	1.431193	1e-06
FBgn0031318	head	ctrl	0.02981	0.51689	0.5467	0.054527
FBgn0031321	head	ctrl	0.058246	1.363744	1.42199	0.040961
FBgn0031317	head	ctrl	0.075883	1.537195	1.613078	0.047042
FBgn0024314	head	ctrl	1e-06	1.384724	1.384726	1e-06
FBgn0031313	head	ctrl	0.160708	0.496485	0.657193	0.244537
FBgn0031305	head	ctrl	0.21983	0.654649	0.874479	0.251383
FBgn0016926	head	ctrl	0.115503	0.22243	0.337933	0.341792
FBgn0003310	head	ctrl	0.045868	0.540452	0.586321	0.078231
FBgn0031081	head	hs	0.042899	0.737796	0.780695	0.05495
FBgn0031080	head	hs	0.011679	1.97702	1.988699	0.005873
FBgn0052350	head	hs	0.003397	1.687569	1.690965	0.002009
FBgn0024733	head	hs	0.040972	0.195472	0.236444	0.173284
FBgn0040372	head	hs	0.056694	0.969219	1.025913	0.055262
FBgn0024989	head	hs	1e-06	1.448028	1.44803	1e-06
FBgn0023536	head	hs	0.069033	1.812439	1.881472	0.036691
FBgn0023534	head	hs	0.039466	1.455213	1.494679	0.026404
FBgn0023537	head	hs	0.055926	0.311518	0.367444	0.152203
FBgn0029525	head	hs	0.043227	1.071025	1.114252	0.038795
FBgn0052816	head	hs	0.001521	0.806052	0.807573	0.001883
FBgn0000108	head	hs	0.021677	0.191387	0.213064	0.101737
FBgn0025640	head	hs	0.032454	1.23678	1.269234	0.02557
FBgn0025635	head	hs	2e-06	2.008516	2.008518	1e-06
FBgn0001341	head	hs	2e-06	2.016763	2.016765	1e-06
FBgn0003575	head	hs	0.053081	0.864026	0.917108	0.057879
FBgn0025634	head	hs	0.110791	1.839661	1.950452	0.056803
FBgn0025638	head	hs	0.08223	0.661822	0.744052	0.110516
FBgn0040383	head	hs	0.027121	1.092693	1.119814	0.024219
FBgn0040382	head	hs	0.046514	0.168347	0.214862	0.216485
FBgn0027343	head	hs	0.102014	1.111664	1.213678	0.084053
FBgn0025621	head	hs	1e-06	1.335421	1.335423	1e-06
FBgn0015799	head	hs	0.033067	1.198772	1.231838	0.026843
FBgn0015288	head	hs	0.180344	0.574733	0.755078	0.238842
FBgn0025639	head	hs	1e-06	0.714013	0.714013	1e-06
FBgn0002579	head	hs	0.026967	0.189301	0.216268	0.124692
FBgn0026879	head	hs	0	0.439116	0.439116	1e-06
FBgn0029529	head	hs	1e-06	1.136149	1.13615	1e-06
FBgn0025633	head	hs	0.030376	0.387265	0.417642	0.072733
FBgn0040339	head	hs	0.029183	2.224619	2.253802	0.012948
FBgn0040397	head	hs	1e-06	0.871297	0.871298	1e-06
FBgn0040349	head	hs	3e-06	3.143066	3.143069	1e-06
FBgn0040364	head	hs	0.328159	0.937519	1.265678	0.259275
FBgn0024362	head	hs	1e-06	0.862428	0.862429	1e-06
FBgn0024364	head	hs	1e-06	1.470984	1.470985	1e-06
FBgn0024987	head	hs	0	0.341782	0.341782	1e-06
FBgn0023169	head	hs	0.013492	0.318803	0.332295	0.040604
FBgn0052813	head	hs	0.003221	0.619087	0.622308	0.005175
FBgn0024985	head	hs	0.018686	0.459812	0.478498	0.039051
FBgn0027794	head	hs	0.001312	0.942772	0.944084	0.00139
FBgn0024986	head	hs	0.026717	0.56577	0.592487	0.045094
FBgn0024365	head	hs	1e-06	0.885545	0.885546	1e-06
FBgn0024360	head	hs	0.120196	2.118334	2.23853	0.053694
FBgn0025641	head	hs	0.012767	0.316614	0.329381	0.038761
FBgn0028550	head	hs	0.019324	0.226813	0.246137	0.078508
FBgn0040366	head	hs	0.048034	2.518159	2.566193	0.018718
FBgn0029580	head	hs	0.415113	2.279403	2.694516	0.154058
FBgn0025394	head	hs	0.031221	0.517026	0.548247	0.056946
FBgn0001189	head	hs	0.113313	0.858285	0.971597	0.116625
FBgn0025390	head	hs	0	0.457443	0.457443	1e-06
FBgn0003517	head	hs	0.029062	0.259413	0.288476	0.100744
FBgn0025382	head	hs	0.046363	1.507741	1.554104	0.029833
FBgn0027791	head	hs	0.098242	1.995223	2.093465	0.046928
FBgn0026873	head	hs	2e-06	1.881698	1.8817	1e-06
FBgn0014411	head	hs	1e-06	1.27635	1.276352	1e-06
FBgn0023514	head	hs	0.084923	2.148013	2.232936	0.038032
FBgn0029594	head	hs	0.042886	1.32278	1.365666	0.031403
FBgn0023519	head	hs	0.082048	1.106553	1.188601	0.069029
FBgn0023508	head	hs	1e-06	0.865182	0.865183	1e-06
FBgn0023522	head	hs	2e-06	1.53253	1.532531	1e-06
FBgn0023521	head	hs	0.05469	1.961076	2.015767	0.027131
FBgn0025628	head	hs	0.131709	0.469663	0.601372	0.219015
FBgn0025626	head	hs	0.030622	0.798732	0.829353	0.036923
FBgn0025625	head	hs	2e-06	1.685977	1.685979	1e-06
FBgn0000667	head	hs	0.01554	0.400881	0.416422	0.037319
FBgn0023545	head	hs	0.064351	2.007515	2.071865	0.031059
FBgn0023520	head	hs	2e-06	1.919553	1.919555	1e-06
FBgn0023512	head	hs	0.219284	1.842815	2.062099	0.10634
FBgn0023511	head	hs	0.000519	1.157727	1.158246	0.000448
FBgn0026088	head	hs	0.0906	1.136031	1.22663	0.07386
FBgn0026089	head	hs	1e-06	0.738505	0.738505	1e-06
FBgn0023517	head	hs	0.082195	1.414147	1.496342	0.054931
FBgn0023516	head	hs	0.10197	1.82111	1.92308	0.053024
FBgn0028969	head	hs	0.015411	0.448041	0.463452	0.033253
FBgn0026090	head	hs	0.001818	0.814516	0.816334	0.002227
FBgn0040395	head	hs	0.001259	0.234798	0.236057	0.005332
FBgn0000382	head	hs	0.007635	0.169964	0.1776	0.042992
FBgn0023507	head	hs	0.188848	0.383698	0.572545	0.329839
FBgn0004654	head	hs	0.062518	1.715976	1.778494	0.035152
FBgn0023540	head	hs	0.09043	0.563891	0.654322	0.138205
FBgn0025839	head	hs	1e-06	0.574432	0.574432	1e-06
FBgn0040899	head	hs	0.040873	1.176122	1.216995	0.033585
FBgn0040900	head	hs	2e-06	2.058203	2.058205	1e-06
FBgn0023549	head	hs	0.142767	1.0221	1.164867	0.122561
FBgn0003048	head	hs	2e-06	1.495153	1.495154	1e-06
FBgn0000810	head	hs	1e-06	1.269108	1.269109	1e-06
FBgn0003079	head	hs	0.073437	0.452088	0.525526	0.139741
FBgn0003159	head	hs	0.023831	0.386912	0.410743	0.058019
FBgn0040389	head	hs	0.017437	1.073484	1.090921	0.015984
FBgn0023526	head	hs	0.013211	0.269523	0.282735	0.046726
FBgn0023529	head	hs	0.042944	0.37675	0.419694	0.102323
FBgn0023528	head	hs	1e-06	1.335395	1.335397	1e-06
FBgn0027296	head	hs	0.065283	0.982949	1.048232	0.062279
FBgn0023524	head	hs	1e-06	0.964174	0.964175	1e-06
FBgn0023525	head	hs	1e-06	1.450356	1.450358	1e-06
FBgn0000377	head	hs	1e-06	1.411095	1.411096	1e-06
FBgn0004397	head	hs	0	0.440706	0.440707	1e-06
FBgn0004655	head	hs	0.041269	0.63551	0.676779	0.060979
FBgn0013432	head	hs	2e-06	1.723086	1.723087	1e-06
FBgn0004861	head	hs	1e-06	0.926306	0.926307	1e-06
FBgn0004860	head	hs	1e-06	1.379885	1.379887	1e-06
FBgn0040066	head	hs	0.124675	1.320042	1.444718	0.086297
FBgn0001404	head	hs	0.008083	0.219759	0.227843	0.035478
FBgn0040334	head	hs	2e-06	1.975807	1.975809	1e-06
FBgn0029629	head	hs	0	0.460498	0.460499	1e-06
FBgn0040375	head	hs	2e-06	1.829882	1.829884	1e-06
FBgn0040377	head	hs	0.014852	1.22814	1.242992	0.011949
FBgn0040388	head	hs	0.00699	1.246321	1.253311	0.005577
FBgn0003714	head	hs	0.001851	0.747132	0.748983	0.002472
FBgn0003371	head	hs	0.02928	0.155335	0.184615	0.158601
FBgn0003068	head	hs	0.057234	1.409698	1.466932	0.039016
FBgn0024996	head	hs	1e-06	1.059472	1.059473	1e-06
FBgn0024997	head	hs	0.187719	1.35789	1.545608	0.121453
FBgn0000520	head	hs	2e-06	1.703586	1.703588	1e-06
FBgn0024980	head	hs	2e-06	1.793308	1.793309	1e-06
FBgn0024973	head	hs	0.006364	1.235247	1.241611	0.005126
FBgn0024998	head	hs	0.266612	1.64558	1.912192	0.139427
FBgn0024994	head	hs	0.029402	1.761938	1.79134	0.016413
FBgn0024992	head	hs	0.067328	0.896348	0.963676	0.069866
FBgn0004647	head	hs	0.020584	0.31711	0.337694	0.060955
FBgn0040396	head	hs	1e-06	1.438592	1.438594	1e-06
FBgn0000479	head	hs	0.218788	0.236766	0.455555	0.480268
FBgn0028746	head	hs	0.026444	1.013697	1.040141	0.025423
FBgn0028369	head	hs	0	0.315214	0.315214	1e-06
FBgn0023215	head	hs	0.038352	0.297255	0.335607	0.114276
FBgn0015286	head	hs	0	0.430107	0.430108	1e-06
FBgn0023216	head	hs	0.044915	2.488318	2.533233	0.01773
FBgn0052791	head	hs	0.013562	1.008183	1.021746	0.013274
FBgn0028491	head	hs	0.093953	1.135455	1.229408	0.076421
FBgn0028665	head	hs	0.046347	0.167197	0.213544	0.217039
FBgn0029686	head	hs	0.23827	1.706106	1.944376	0.122543
FBgn0029687	head	hs	0.035879	0.162099	0.197977	0.181227
FBgn0029689	head	hs	0.093342	1.647024	1.740366	0.053633
FBgn0029688	head	hs	0.010002	0.349179	0.359181	0.027848
FBgn0029685	head	hs	0.190557	1.37522	1.565777	0.121701
FBgn0019661	head	hs	0.142638	2.121536	2.264174	0.062998
FBgn0000221	head	hs	0.040991	2.019474	2.060465	0.019894
FBgn0026084	head	hs	0.065972	0.349116	0.415088	0.158935
FBgn0026083	head	hs	0	0.298096	0.298096	1e-06
FBgn0066114	head	hs	1e-06	1.125953	1.125955	1e-06
FBgn0040907	head	hs	1e-06	0.893774	0.893775	1e-06
FBgn0000635	head	hs	0.002737	0.141016	0.143753	0.019038
FBgn0026079	head	hs	0.040393	1.792599	1.832992	0.022037
FBgn0029693	head	hs	0.008358	1.717072	1.72543	0.004844
FBgn0022768	head	hs	1e-06	0.834764	0.834765	1e-06
FBgn0052773	head	hs	0.014135	0.597485	0.61162	0.02311
FBgn0011760	head	hs	0.015407	0.13136	0.146767	0.104979
FBgn0028325	head	hs	0	0.146079	0.146079	1e-06
FBgn0052772	head	hs	1e-06	0.70497	0.704971	1e-06
FBgn0029737	head	hs	0.037298	0.560236	0.597534	0.06242
FBgn0004368	head	hs	0	0.334003	0.334003	1e-06
FBgn0003449	head	hs	0.019717	0.661277	0.680994	0.028954
FBgn0029755	head	hs	2e-06	2.44573	2.445733	1e-06
FBgn0052767	head	hs	0	0.352826	0.352826	1e-06
FBgn0026751	head	hs	2e-06	2.287605	2.287607	1e-06
FBgn0010014	head	hs	0	0.381242	0.381243	1e-06
FBgn0029761	head	hs	0.049015	0.16789	0.216906	0.225976
FBgn0029763	head	hs	0.020554	0.715327	0.735881	0.027931
FBgn0029765	head	hs	0.312368	0.615076	0.927444	0.336805
FBgn0029766	head	hs	0.466117	0.485144	0.95126	0.489999
FBgn0029768	head	hs	0.027725	0.723988	0.751714	0.036883
FBgn0029771	head	hs	0.062532	0.656117	0.718649	0.087013
FBgn0026702	head	hs	0.057295	1.762977	1.820272	0.031476
FBgn0004687	head	hs	0	0.365637	0.365637	1e-06
FBgn0029778	head	hs	0.01588	1.3335	1.34938	0.011768
FBgn0029769	head	hs	0.332576	0.973741	1.306317	0.254591
FBgn0029762	head	hs	0.058754	0.707525	0.76628	0.076674
FBgn0029756	head	hs	2e-06	1.783209	1.783211	1e-06
FBgn0028474	head	hs	1e-06	0.720819	0.72082	1e-06
FBgn0029785	head	hs	0.01658	0.188989	0.205569	0.080655
FBgn0000394	head	hs	0.020913	0.86361	0.884523	0.023643
FBgn0029791	head	hs	2e-06	1.679184	1.679185	1e-06
FBgn0029801	head	hs	0.102917	0.604368	0.707285	0.14551
FBgn0029810	head	hs	0.049057	0.492776	0.541833	0.090539
FBgn0029814	head	hs	0.033937	0.30846	0.342397	0.099115
FBgn0029822	head	hs	0.023139	0.801098	0.824237	0.028074
FBgn0029823	head	hs	0.082913	0.826817	0.909729	0.09114
FBgn0029819	head	hs	0.026243	0.653699	0.679942	0.038596
FBgn0014340	head	hs	0.031661	2.408284	2.439944	0.012976
FBgn0029818	head	hs	1e-06	0.963472	0.963473	1e-06
FBgn0013987	head	hs	0	0.327206	0.327206	1e-06
FBgn0029800	head	hs	2e-06	1.475301	1.475303	1e-06
FBgn0261383	head	hs	1e-06	0.906581	0.906582	1e-06
FBgn0052758	head	hs	0	0.32025	0.320251	1e-06
FBgn0053080	head	hs	1e-06	0.706113	0.706114	1e-06
FBgn0029789	head	hs	1e-06	1.428002	1.428003	1e-06
FBgn0046687	head	hs	0.002212	1.390564	1.392776	0.001588
FBgn0015794	head	hs	1e-06	0.540653	0.540653	1e-06
FBgn0029824	head	hs	0.013616	0.453947	0.467563	0.029121
FBgn0029825	head	hs	0.046206	1.475826	1.522031	0.030358
FBgn0052756	head	hs	2e-06	2.011455	2.011457	1e-06
FBgn0029828	head	hs	0.219547	1.012234	1.231782	0.178235
FBgn0029830	head	hs	0.293318	1.040243	1.333561	0.219951
FBgn0029831	head	hs	0.770226	1.788267	2.558494	0.301047
FBgn0029833	head	hs	1e-06	0.923973	0.923974	1e-06
FBgn0029834	head	hs	0.006575	0.671909	0.678484	0.009691
FBgn0029835	head	hs	0.129632	1.177793	1.307425	0.099151
FBgn0029843	head	hs	0.003696	0.994605	0.998301	0.003702
FBgn0029849	head	hs	0.048903	0.858568	0.907471	0.053889
FBgn0003514	head	hs	0.02783	0.269001	0.296832	0.093758
FBgn0029839	head	hs	0.071539	0.715264	0.786803	0.090923
FBgn0029838	head	hs	0.147192	1.625058	1.77225	0.083054
FBgn0029837	head	hs	2e-06	2.007136	2.007138	1e-06
FBgn0003302	head	hs	2e-06	1.899919	1.899921	1e-06
FBgn0029003	head	hs	0.039315	1.199832	1.239147	0.031727
FBgn0027546	head	hs	1e-06	1.403581	1.403583	1e-06
FBgn0029851	head	hs	0.273143	3.184468	3.457612	0.078998
FBgn0015818	head	hs	0.261844	1.68103	1.942874	0.134771
FBgn0028982	head	hs	0.060684	0.648488	0.709171	0.08557
FBgn0029861	head	hs	0.070571	1.581905	1.652477	0.042706
FBgn0029863	head	hs	0.06555	1.381963	1.447514	0.045285
FBgn0029864	head	hs	0.011453	0.873275	0.884728	0.012945
FBgn0029866	head	hs	0.088915	0.885693	0.974608	0.091231
FBgn0029873	head	hs	0.001697	1.701685	1.703382	0.000996
FBgn0014031	head	hs	0.232504	0.604342	0.836847	0.277834
FBgn0000524	head	hs	2e-06	1.502962	1.502964	1e-06
FBgn0014026	head	hs	0.044975	0.305036	0.35001	0.128495
FBgn0003139	head	hs	1e-06	0.839467	0.839468	1e-06
FBgn0029868	head	hs	0.081812	0.21845	0.300262	0.272468
FBgn0043796	head	hs	2e-06	1.753905	1.753907	1e-06
FBgn0028685	head	hs	2e-06	1.903832	1.903834	1e-06
FBgn0031275	head	hs	0.047629	0.814684	0.862313	0.055234
FBgn0015621	head	hs	0.065937	2.251749	2.317686	0.028449
FBgn0010583	head	hs	0.022817	0.44637	0.469186	0.04863
FBgn0020545	head	hs	0.034909	0.469794	0.504702	0.069167
FBgn0002563	head	hs	3.541673	1.572143	5.113816	0.692569
FBgn0046113	head	hs	0.392794	2.291211	2.684005	0.146346
FBgn0031292	head	hs	2e-06	2.362558	2.36256	1e-06
FBgn0020305	head	hs	0.320525	1.777939	2.098464	0.152743
FBgn0029095	head	hs	0.038922	0.524125	0.563047	0.069128
FBgn0031287	head	hs	0.085837	2.109969	2.195806	0.039091
FBgn0020304	head	hs	0.044232	0.305274	0.349507	0.126556
FBgn0031286	head	hs	0.090703	2.260809	2.351512	0.038572
FBgn0031284	head	hs	0.042491	1.725719	1.768209	0.02403
FBgn0026438	head	hs	0.020022	0.221922	0.241945	0.082756
FBgn0004611	head	hs	0.020896	0.220148	0.241044	0.08669
FBgn0003278	head	hs	2e-06	2.16361	2.163612	1e-06
FBgn0002593	head	hs	0.048929	0.265588	0.314517	0.155569
FBgn0031257	head	hs	0.036641	1.214097	1.250737	0.029295
FBgn0027592	head	hs	0.056364	1.632358	1.688722	0.033377
FBgn0003963	head	hs	0.010409	0.479234	0.489644	0.021259
FBgn0031263	head	hs	0.117356	0.374253	0.491609	0.238719
FBgn0031266	head	hs	0.04931	1.138671	1.187981	0.041508
FBgn0031268	head	hs	2e-06	1.484249	1.484251	1e-06
FBgn0023489	head	hs	0.018499	1.134587	1.153086	0.016043
FBgn0031267	head	hs	0.029134	1.679126	1.70826	0.017055
FBgn0031264	head	hs	0.002194	2.12085	2.123044	0.001034
FBgn0031260	head	hs	0.072153	0.741908	0.814062	0.088634
FBgn0010602	head	hs	0.022351	0.5498	0.572151	0.039065
FBgn0031258	head	hs	0.007966	0.713014	0.72098	0.011049
FBgn0015924	head	hs	0.045934	0.810767	0.856701	0.053617
FBgn0031253	head	hs	0.185996	1.695023	1.88102	0.098881
FBgn0031251	head	hs	2e-06	1.58565	1.585652	1e-06
FBgn0031250	head	hs	0.192496	1.798052	1.990548	0.096705
FBgn0031213	head	hs	0.304292	0.527511	0.831803	0.365822
FBgn0031216	head	hs	1e-06	0.572695	0.572696	1e-06
FBgn0031228	head	hs	0.017108	0.271239	0.288346	0.05933
FBgn0031229	head	hs	0.064817	1.109938	1.174755	0.055175
FBgn0031231	head	hs	2e-06	1.65301	1.653011	1e-06
FBgn0031233	head	hs	0.017054	1.44002	1.457074	0.011705
FBgn0024352	head	hs	0.035002	0.576497	0.611499	0.05724
FBgn0020622	head	hs	0.00932	0.512568	0.521889	0.017859
FBgn0017457	head	hs	0.018851	1.17782	1.196672	0.015753
FBgn0031245	head	hs	0.022399	0.287449	0.309848	0.07229
FBgn0031238	head	hs	1e-06	1.150121	1.150122	1e-06
FBgn0002931	head	hs	0.164472	2.340868	2.505339	0.065648
FBgn0051973	head	hs	0.3132	0.444198	0.757399	0.413521
FBgn0002121	head	hs	0.055745	0.677718	0.733463	0.076002
FBgn0036974	head	hs	0.036963	0.353662	0.390624	0.094625
FBgn0036975	head	hs	0.34886	0.642207	0.991068	0.352005
FBgn0024887	head	hs	0.152792	1.676128	1.82892	0.083542
FBgn0036980	head	hs	0.010432	0.568356	0.578789	0.018025
FBgn0036985	head	hs	1e-06	1.100808	1.10081	1e-06
FBgn0036993	head	hs	0.12779	1.5305	1.65829	0.077061
FBgn0036997	head	hs	0.169507	1.454847	1.624354	0.104353
FBgn0036998	head	hs	2e-06	1.783117	1.783119	1e-06
FBgn0036999	head	hs	2e-06	1.992394	1.992396	1e-06
FBgn0037001	head	hs	0.026218	0.215465	0.241683	0.108482
FBgn0052425	head	hs	0.332656	0.406012	0.738669	0.450346
FBgn0037009	head	hs	0.110925	1.490283	1.601208	0.069276
FBgn0037011	head	hs	1e-06	0.821084	0.821085	1e-06
FBgn0001323	head	hs	0.005907	0.575153	0.58106	0.010167
FBgn0037012	head	hs	0.090266	1.326191	1.416457	0.063726
FBgn0037010	head	hs	0.274104	0.783668	1.057772	0.259133
FBgn0037008	head	hs	2e-06	1.886772	1.886774	1e-06
FBgn0037007	head	hs	0.033405	0.255173	0.288578	0.115758
FBgn0037000	head	hs	0.041302	2.247091	2.288393	0.018048
FBgn0052428	head	hs	0.106691	0.715081	0.821771	0.12983
FBgn0036992	head	hs	0.145092	1.419556	1.564648	0.092732
FBgn0036990	head	hs	2e-06	2.071713	2.071716	1e-06
FBgn0029158	head	hs	1e-06	0.935774	0.935775	1e-06
FBgn0036988	head	hs	0.027578	1.512555	1.540132	0.017906
FBgn0036987	head	hs	0.022363	1.726953	1.749316	0.012784
FBgn0036986	head	hs	0.033227	1.386193	1.41942	0.023409
FBgn0028978	head	hs	0.172074	1.27735	1.449424	0.118719
FBgn0027565	head	hs	0.085308	1.587493	1.672801	0.050997
FBgn0001247	head	hs	2e-06	1.564145	1.564147	1e-06
FBgn0036973	head	hs	2e-06	2.184036	2.184038	1e-06
FBgn0037016	head	hs	0.0193	0.721079	0.740379	0.026067
FBgn0016696	head	hs	0.053795	0.428575	0.48237	0.111522
FBgn0037020	head	hs	0.048373	0.706437	0.754809	0.064086
FBgn0037024	head	hs	0.036164	0.822437	0.858601	0.04212
FBgn0037027	head	hs	0.017812	0.835758	0.85357	0.020868
FBgn0040636	head	hs	2e-06	1.784167	1.784169	1e-06
FBgn0037031	head	hs	1e-06	1.070626	1.070627	1e-06
FBgn0040637	head	hs	1.180536	1.518881	2.699418	0.43733
FBgn0011591	head	hs	0.047738	0.348603	0.39634	0.120446
FBgn0052432	head	hs	0	0.43574	0.43574	1e-06
FBgn0027055	head	hs	1e-06	1.386313	1.386315	1e-06
FBgn0037026	head	hs	0.049393	0.979614	1.029007	0.048001
FBgn0037022	head	hs	0.087674	1.354167	1.441841	0.060807
FBgn0037021	head	hs	0.011956	1.378211	1.390167	0.008601
FBgn0037019	head	hs	0.026134	2.15489	2.181024	0.011983
FBgn0037018	head	hs	1e-06	1.420998	1.420999	1e-06
FBgn0037017	head	hs	2e-06	1.729732	1.729734	1e-06
FBgn0037015	head	hs	0.133242	1.097291	1.230533	0.10828
FBgn0001320	head	hs	0.004602	0.855828	0.86043	0.005348
FBgn0037044	head	hs	0.01123	1.483809	1.495039	0.007511
FBgn0028402	head	hs	0.18879	2.130526	2.319316	0.081399
FBgn0026179	head	hs	0.016334	0.180429	0.196762	0.083012
FBgn0037057	head	hs	0.092705	0.655734	0.748438	0.123864
FBgn0037060	head	hs	0.028872	0.559624	0.588496	0.04906
FBgn0028427	head	hs	1e-06	0.568309	0.56831	1e-06
FBgn0004865	head	hs	0.015169	0.418381	0.43355	0.034989
FBgn0037061	head	hs	0.063793	1.904955	1.968748	0.032403
FBgn0024150	head	hs	0.135947	0.735476	0.871423	0.156006
FBgn0037051	head	hs	2e-06	1.646618	1.64662	1e-06
FBgn0020294	head	hs	1e-06	0.667587	0.667588	1e-06
FBgn0003415	head	hs	0	0.313744	0.313744	1e-06
FBgn0005694	head	hs	0.080427	0.63852	0.718946	0.111867
FBgn0037087	head	hs	0.031622	1.520536	1.552158	0.020373
FBgn0037093	head	hs	0.004545	0.683981	0.688526	0.006602
FBgn0037094	head	hs	0.08807	0.555049	0.643119	0.136942
FBgn0015283	head	hs	1e-06	0.731484	0.731485	1e-06
FBgn0028663	head	hs	0.007569	0.273992	0.281561	0.026883
FBgn0052438	head	hs	0.176967	1.360224	1.537191	0.115124
FBgn0052441	head	hs	0.052876	0.261917	0.314792	0.16797
FBgn0037102	head	hs	0.101751	0.736287	0.838039	0.121416
FBgn0037098	head	hs	0.003974	1.019557	1.023531	0.003882
FBgn0029152	head	hs	0.00233	0.708954	0.711284	0.003276
FBgn0026371	head	hs	2e-06	1.859895	1.859897	1e-06
FBgn0015239	head	hs	0.034081	0.536136	0.570217	0.059769
FBgn0037082	head	hs	1e-06	1.195431	1.195433	1e-06
FBgn0037074	head	hs	0.125099	1.625707	1.750805	0.071452
FBgn0003042	head	hs	1e-06	0.851062	0.851063	1e-06
FBgn0037070	head	hs	0.210137	1.677022	1.887159	0.111351
FBgn0027945	head	hs	0.198155	0.482075	0.68023	0.291305
FBgn0037063	head	hs	0.013623	0.366766	0.380389	0.035813
FBgn0037106	head	hs	0.003526	2.144173	2.147699	0.001642
FBgn0037108	head	hs	0.066888	0.840187	0.907074	0.07374
FBgn0037110	head	hs	1e-06	0.917743	0.917744	1e-06
FBgn0043783	head	hs	0.596309	0.678483	1.274792	0.467769
