Gene	Tissue	Condition	V(G)	V(e)	Vp	h2
FBgn0052446	head	hs	0.004441	0.464893	0.469333	0.009462
FBgn0037121	head	hs	2e-06	1.728951	1.728952	1e-06
FBgn0022936	head	hs	0.177138	1.91831	2.095448	0.084535
FBgn0037134	head	hs	0.125564	0.978458	1.104022	0.113733
FBgn0037135	head	hs	0.095045	0.772978	0.868023	0.109496
FBgn0037138	head	hs	0.046345	0.16971	0.216055	0.214506
FBgn0046301	head	hs	0.010339	1.499506	1.509845	0.006847
FBgn0037130	head	hs	0.045814	0.444536	0.49035	0.093431
FBgn0037126	head	hs	0.885009	1.248493	2.133502	0.414815
FBgn0037120	head	hs	0.057174	0.763543	0.820716	0.069663
FBgn0037109	head	hs	2e-06	1.626606	1.626608	1e-06
FBgn0037107	head	hs	0.058324	0.869206	0.92753	0.062881
FBgn0037105	head	hs	2e-06	1.883868	1.88387	1e-06
FBgn0037140	head	hs	2e-06	2.127386	2.127388	1e-06
FBgn0037142	head	hs	2e-06	1.477027	1.477028	1e-06
FBgn0037146	head	hs	0.255262	0.20576	0.461023	0.553687
FBgn0000045	head	hs	0.240277	2.465043	2.70532	0.088817
FBgn0004514	head	hs	0.01657	0.6574	0.673969	0.024586
FBgn0000100	head	hs	0.031023	0.276352	0.307376	0.10093
FBgn0037150	head	hs	1e-06	1.437237	1.437238	1e-06
FBgn0027532	head	hs	1e-06	0.770917	0.770917	1e-06
FBgn0004179	head	hs	0.001536	0.195633	0.197169	0.007789
FBgn0025702	head	hs	0.215236	0.468369	0.683604	0.314854
FBgn0027086	head	hs	0.009378	0.622693	0.63207	0.014836
FBgn0037164	head	hs	2e-06	1.653043	1.653044	1e-06
FBgn0037166	head	hs	1.813242	0.466056	2.279298	0.795526
FBgn0037167	head	hs	0.185548	2.225261	2.410809	0.076965
FBgn0037163	head	hs	0.7655	1.10894	1.87444	0.408389
FBgn0004449	head	hs	0.016817	0.204966	0.221783	0.075824
FBgn0011771	head	hs	0.061696	0.813633	0.875329	0.070483
FBgn0028500	head	hs	0.058791	0.689701	0.748492	0.078546
FBgn0052452	head	hs	2e-06	1.958445	1.958447	1e-06
FBgn0037188	head	hs	1e-06	1.294214	1.294215	1e-06
FBgn0052451	head	hs	0.020053	0.138524	0.158577	0.126455
FBgn0037186	head	hs	0.227228	1.785058	2.012287	0.112921
FBgn0037184	head	hs	2e-06	1.961008	1.96101	1e-06
FBgn0037182	head	hs	0.007628	0.764656	0.772284	0.009877
FBgn0037171	head	hs	1e-06	0.757238	0.757239	1e-06
FBgn0053169	head	hs	0.224671	1.308428	1.5331	0.146547
FBgn0037202	head	hs	2e-06	1.67929	1.679292	1e-06
FBgn0037203	head	hs	1e-06	1.412266	1.412267	1e-06
FBgn0037206	head	hs	0.036479	1.016335	1.052814	0.034649
FBgn0037207	head	hs	0.110042	1.499589	1.60963	0.068365
FBgn0044324	head	hs	0.00834	0.689164	0.697503	0.011957
FBgn0010348	head	hs	0.026568	0.257419	0.283987	0.093554
FBgn0037199	head	hs	0.188047	1.033069	1.221116	0.153996
FBgn0046878	head	hs	0.240054	2.39895	2.639004	0.090964
FBgn0037408	head	hs	2e-06	1.822932	1.822933	1e-06
FBgn0037409	head	hs	0.017192	0.890345	0.907537	0.018944
FBgn0027527	head	hs	4e-06	3.735248	3.735252	1e-06
FBgn0037414	head	hs	4e-06	3.664899	3.664903	1e-06
FBgn0037424	head	hs	0.226858	3.918875	4.145732	0.054721
FBgn0026077	head	hs	0.116244	0.876121	0.992366	0.117139
FBgn0037396	head	hs	0.530179	1.959975	2.490154	0.21291
FBgn0037374	head	hs	0.05657	0.749141	0.805711	0.070211
FBgn0037375	head	hs	2e-06	1.727009	1.72701	1e-06
FBgn0028690	head	hs	0.063339	0.722175	0.785514	0.080634
FBgn0037379	head	hs	0.862163	1.439717	2.30188	0.374547
FBgn0037384	head	hs	0.063443	1.865488	1.928931	0.03289
FBgn0037386	head	hs	0.257666	1.836711	2.094377	0.123028
FBgn0037387	head	hs	0.057328	0.456225	0.513552	0.11163
FBgn0028436	head	hs	2e-06	1.854375	1.854377	1e-06
FBgn0003261	head	hs	0.042604	0.126719	0.169323	0.251612
FBgn0010403	head	hs	9e-06	9.052801	9.05281	1e-06
FBgn0011281	head	hs	0.214159	8.289324	8.503482	0.025185
FBgn0037391	head	hs	1e-06	1.344474	1.344475	1e-06
FBgn0029088	head	hs	0.026914	1.090691	1.117605	0.024082
FBgn0037382	head	hs	0.051416	1.852872	1.904288	0.027
FBgn0037372	head	hs	0.197597	1.708988	1.906585	0.103639
FBgn0037329	head	hs	2e-06	2.218918	2.218921	1e-06
FBgn0011715	head	hs	1e-06	1.229841	1.229842	1e-06
FBgn0037332	head	hs	0.251786	1.078772	1.330558	0.189234
FBgn0051550	head	hs	0.034197	0.629903	0.6641	0.051494
FBgn0010051	head	hs	0.032842	0.349568	0.38241	0.085881
FBgn0037341	head	hs	0.036611	0.842117	0.878729	0.041664
FBgn0041191	head	hs	0.053855	0.453554	0.507409	0.106137
FBgn0037347	head	hs	1e-06	1.002275	1.002276	1e-06
FBgn0037351	head	hs	0.034781	0.20375	0.238531	0.145813
FBgn0051549	head	hs	0.032457	1.164592	1.197049	0.027114
FBgn0037354	head	hs	0.043109	1.19988	1.242988	0.034681
FBgn0037356	head	hs	0.020009	1.428274	1.448283	0.013816
FBgn0046222	head	hs	2e-06	1.587913	1.587914	1e-06
FBgn0037363	head	hs	0.019711	0.410099	0.42981	0.04586
FBgn0037368	head	hs	0.319784	2.089592	2.409376	0.132725
FBgn0037370	head	hs	0.331353	1.577162	1.908515	0.173618
FBgn0027497	head	hs	0.020402	0.937321	0.957723	0.021302
FBgn0037371	head	hs	0.252482	1.762699	2.015181	0.12529
FBgn0037369	head	hs	1.224045	1.862786	3.086831	0.396538
FBgn0037364	head	hs	0.181315	2.062791	2.244106	0.080796
FBgn0010772	head	hs	0.057477	0.410374	0.467851	0.122853
FBgn0037360	head	hs	2e-06	1.75955	1.759552	1e-06
FBgn0037358	head	hs	0.025505	0.455467	0.480971	0.053028
FBgn0027951	head	hs	0.036205	0.443757	0.479963	0.075434
FBgn0051548	head	hs	1e-06	0.901242	0.901243	1e-06
FBgn0044823	head	hs	0.094271	1.779716	1.873988	0.050305
FBgn0017550	head	hs	0.01282	0.430249	0.443068	0.028934
FBgn0037344	head	hs	0.017797	0.400509	0.418306	0.042546
FBgn0037342	head	hs	0.049535	1.345035	1.39457	0.03552
FBgn0037340	head	hs	0.036877	1.54237	1.579247	0.023351
FBgn0037339	head	hs	0.068312	2.071166	2.139477	0.031929
FBgn0037336	head	hs	0.013593	0.332653	0.346246	0.039257
FBgn0010399	head	hs	0.000825	0.91711	0.917934	0.000898
FBgn0051547	head	hs	0.124077	0.585834	0.709912	0.174779
FBgn0037328	head	hs	0.044088	0.243592	0.287681	0.153254
FBgn0037327	head	hs	0.036912	0.676843	0.713755	0.051716
FBgn0037295	head	hs	0.059861	1.432002	1.491863	0.040125
FBgn0037297	head	hs	0.138525	1.011449	1.149974	0.120459
FBgn0003275	head	hs	1e-06	1.053295	1.053296	1e-06
FBgn0037324	head	hs	0.125331	3.868229	3.993561	0.031383
FBgn0037315	head	hs	0.069191	0.590889	0.66008	0.104823
FBgn0037312	head	hs	1e-06	1.249834	1.249835	1e-06
FBgn0037305	head	hs	0.05367	1.517717	1.571388	0.034155
FBgn0260462	head	hs	0.048502	0.130737	0.17924	0.270601
FBgn0037298	head	hs	0.127285	0.246038	0.373323	0.340951
FBgn0004913	head	hs	0.058951	1.695815	1.754766	0.033595
FBgn0037290	head	hs	0.2333	0.404995	0.638296	0.365505
FBgn0037293	head	hs	0.03292	1.260485	1.293406	0.025452
FBgn0010313	head	hs	0.007663	0.263618	0.271282	0.028249
FBgn0037292	head	hs	0.085227	0.699395	0.784621	0.108622
FBgn0037288	head	hs	0.153319	0.477668	0.630988	0.242983
FBgn0004436	head	hs	0.052169	0.167274	0.219443	0.237734
FBgn0037265	head	hs	0.091321	1.450891	1.542212	0.059215
FBgn0010750	head	hs	2e-06	2.097689	2.097691	1e-06
FBgn0037279	head	hs	1e-06	1.171806	1.171807	1e-06
FBgn0037282	head	hs	1e-06	1.008804	1.008806	1e-06
FBgn0037275	head	hs	0.021746	1.664548	1.686294	0.012896
FBgn0027570	head	hs	0.022688	0.548515	0.571203	0.03972
FBgn0037270	head	hs	0.01955	0.287915	0.307465	0.063585
FBgn0040466	head	hs	1e-06	1.350358	1.350359	1e-06
FBgn0037261	head	hs	0	0.229456	0.229456	1e-06
FBgn0037232	head	hs	0.055725	1.703272	1.758997	0.03168
FBgn0037235	head	hs	0.052349	1.441446	1.493795	0.035044
FBgn0037238	head	hs	0.068265	1.381847	1.450112	0.047076
FBgn0037239	head	hs	0.144345	0.30408	0.448425	0.321893
FBgn0037240	head	hs	0.011427	0.588301	0.599728	0.019054
FBgn0003882	head	hs	0.053596	1.120507	1.174103	0.045649
FBgn0037252	head	hs	1e-06	0.954345	0.954346	1e-06
FBgn0037255	head	hs	0.112369	1.157775	1.270144	0.088469
FBgn0051523	head	hs	0.113809	0.229727	0.343536	0.331287
FBgn0051522	head	hs	0.008001	0.266675	0.274676	0.029129
FBgn0037251	head	hs	0.432286	1.508577	1.940862	0.222729
FBgn0037249	head	hs	0.012178	0.293316	0.305494	0.039863
FBgn0037248	head	hs	0.074193	1.778952	1.853145	0.040036
FBgn0052944	head	hs	0.15492	1.193144	1.348064	0.114921
FBgn0037213	head	hs	0.00801	0.259858	0.267868	0.029902
FBgn0037215	head	hs	1e-06	1.457835	1.457837	1e-06
FBgn0037218	head	hs	1e-06	0.599239	0.59924	1e-06
FBgn0015331	head	hs	0.018525	2.041534	2.060059	0.008993
FBgn0010225	head	hs	0.110866	0.34149	0.452356	0.245086
FBgn0037228	head	hs	0.138367	1.783707	1.922074	0.071988
FBgn0037225	head	hs	0.095368	2.921012	3.01638	0.031617
FBgn0037220	head	hs	1e-06	1.041165	1.041166	1e-06
FBgn0031670	head	hs	0.04086	0.465868	0.506728	0.080634
FBgn0000299	head	hs	0.201005	0.737574	0.938579	0.214159
FBgn0031676	head	hs	0.303052	1.791617	2.094669	0.144678
FBgn0031682	head	hs	2e-06	1.765563	1.765565	1e-06
FBgn0031684	head	hs	0.009311	0.212833	0.222145	0.041916
FBgn0031681	head	hs	0.016494	0.331462	0.347956	0.047403
FBgn0028694	head	hs	0.039494	0.634374	0.673868	0.058608
FBgn0022023	head	hs	0.037355	0.239309	0.276664	0.13502
FBgn0031673	head	hs	0.121708	1.550204	1.671912	0.072796
FBgn0016075	head	hs	0.059804	0.6953	0.755104	0.079199
FBgn0053113	head	hs	0.009289	0.161283	0.170572	0.054455
FBgn0031696	head	hs	0.108329	1.346133	1.454462	0.07448
FBgn0016076	head	hs	0.056273	0.38367	0.439943	0.12791
FBgn0015031	head	hs	0.00961	0.166626	0.176236	0.054527
FBgn0031701	head	hs	0.667176	3.844653	4.511829	0.147873
FBgn0016920	head	hs	0.020168	1.624421	1.644589	0.012263
FBgn0016660	head	hs	0.032807	2.256593	2.2894	0.01433
FBgn0031703	head	hs	0.261726	0.945144	1.206871	0.216864
FBgn0031702	head	hs	0.200772	0.781826	0.982598	0.204328
FBgn0031700	head	hs	0.080215	1.679021	1.759236	0.045596
FBgn0031698	head	hs	0	0.322351	0.322351	1e-06
FBgn0031697	head	hs	1e-06	1.220129	1.22013	1e-06
FBgn0000228	head	hs	1e-06	0.865978	0.865979	1e-06
FBgn0003716	head	hs	0.024359	0.288229	0.312587	0.077926
FBgn0000318	head	hs	0.051557	1.675128	1.726685	0.029859
FBgn0002525	head	hs	0.031611	0.621204	0.652815	0.048423
FBgn0031717	head	hs	0.142321	1.092253	1.234574	0.115279
FBgn0004620	head	hs	2e-06	1.996468	1.99647	1e-06
FBgn0051646	head	hs	0.024081	0.705888	0.729969	0.032989
FBgn0031725	head	hs	0.102024	0.973427	1.075451	0.094866
FBgn0014189	head	hs	1e-06	0.542621	0.542621	1e-06
FBgn0031716	head	hs	0.07654	1.484677	1.561217	0.049026
FBgn0031708	head	hs	0.12634	1.741291	1.867631	0.067647
FBgn0031730	head	hs	0.024006	2.171553	2.195559	0.010934
FBgn0031736	head	hs	0	0.377656	0.377656	1e-06
FBgn0031740	head	hs	2e-06	1.816689	1.816691	1e-06
FBgn0043362	head	hs	0.021142	0.37008	0.391223	0.054042
FBgn0001128	head	hs	0.136273	0.256974	0.393246	0.346533
FBgn0031752	head	hs	0.030538	0.631302	0.66184	0.046141
FBgn0031745	head	hs	1e-06	1.170863	1.170864	1e-06
FBgn0031739	head	hs	0.053227	2.175553	2.22878	0.023882
FBgn0031738	head	hs	0.008076	0.38577	0.393846	0.020506
FBgn0031737	head	hs	0.965021	0.916844	1.881865	0.5128
FBgn0001942	head	hs	0.021055	0.11131	0.132366	0.15907
FBgn0001941	head	hs	0.004632	0.785252	0.789884	0.005864
FBgn0031768	head	hs	0.247692	1.201106	1.448798	0.170964
FBgn0031769	head	hs	0.146286	1.240011	1.386297	0.105523
FBgn0031770	head	hs	0.057414	0.760569	0.817983	0.07019
FBgn0031774	head	hs	0.02073	2.144471	2.165201	0.009574
FBgn0031776	head	hs	0.13516	1.904377	2.039537	0.06627
FBgn0031779	head	hs	0.071273	1.195348	1.266621	0.05627
FBgn0031775	head	hs	1.944809	1.118826	3.063635	0.634804
FBgn0031771	head	hs	0.106609	0.851259	0.957868	0.111299
FBgn0029161	head	hs	0.020053	1.612385	1.632438	0.012284
FBgn0000052	head	hs	2e-06	2.167964	2.167966	1e-06
FBgn0025742	head	hs	1e-06	0.909354	0.909355	1e-06
FBgn0031764	head	hs	0.225859	2.119163	2.345022	0.096314
FBgn0031759	head	hs	0.004269	0.218617	0.222886	0.019153
FBgn0000308	head	hs	0.019689	0.143185	0.162874	0.120885
FBgn0015623	head	hs	0.108346	0.179639	0.287985	0.37622
FBgn0031805	head	hs	1.225963	0.644474	1.870437	0.655442
FBgn0031815	head	hs	0.077216	0.308536	0.385752	0.20017
FBgn0027496	head	hs	0.144515	1.441595	1.58611	0.091113
FBgn0051638	head	hs	0.004583	0.90609	0.910673	0.005033
FBgn0031822	head	hs	2e-06	1.760513	1.760515	1e-06
FBgn0031821	head	hs	0.08078	1.516561	1.597342	0.050572
FBgn0031818	head	hs	1e-06	0.955153	0.955154	1e-06
FBgn0031817	head	hs	0.06604	1.630629	1.696669	0.038923
FBgn0031816	head	hs	0.059295	1.205256	1.264551	0.04689
FBgn0031814	head	hs	0.074769	0.294886	0.369655	0.202266
FBgn0011722	head	hs	0.224021	1.513294	1.737315	0.128947
FBgn0031801	head	hs	1.711386	1.663757	3.375142	0.507056
FBgn0031800	head	hs	0.320096	1.999883	2.31998	0.137974
FBgn0031799	head	hs	0.040509	1.287199	1.327708	0.03051
FBgn0051637	head	hs	0.008232	0.258799	0.267031	0.030829
FBgn0031830	head	hs	0	0.15803	0.15803	1e-06
FBgn0031836	head	hs	0.068126	0.243517	0.311643	0.218603
FBgn0031842	head	hs	0.044712	0.395804	0.440516	0.101499
FBgn0028467	head	hs	0.022948	1.10403	1.126978	0.020362
FBgn0031851	head	hs	0.012778	1.817623	1.830401	0.006981
FBgn0046704	head	hs	0.008819	0.831975	0.840794	0.010489
FBgn0031855	head	hs	0.165463	0.741878	0.907341	0.18236
FBgn0025777	head	hs	0.170338	0.309881	0.48022	0.354709
FBgn0025595	head	hs	0.144899	0.480835	0.625735	0.231567
FBgn0031850	head	hs	0.034386	0.266126	0.300513	0.114426
FBgn0028703	head	hs	0	0.341329	0.341329	1e-06
FBgn0051636	head	hs	0.056705	1.978193	2.034898	0.027866
FBgn0051633	head	hs	2e-06	2.378203	2.378205	1e-06
FBgn0051635	head	hs	0.006982	0.408472	0.415454	0.016805
FBgn0031832	head	hs	0.127988	2.496123	2.624112	0.048774
FBgn0031858	head	hs	1e-06	0.731896	0.731896	1e-06
FBgn0031860	head	hs	0.387125	2.206991	2.594116	0.149232
FBgn0051632	head	hs	0.012469	1.202736	1.215205	0.010261
FBgn0017551	head	hs	0.179076	2.07563	2.254705	0.079423
FBgn0031866	head	hs	0.01895	0.442586	0.461535	0.041058
FBgn0031868	head	hs	1e-06	1.270436	1.270437	1e-06
FBgn0004838	head	hs	0.002219	0.177062	0.179281	0.01238
FBgn0021944	head	hs	2e-06	1.644185	1.644187	1e-06
FBgn0031879	head	hs	0.086747	0.68201	0.768756	0.11284
FBgn0016978	head	hs	1e-06	0.696583	0.696584	1e-06
FBgn0031873	head	hs	0.375665	1.497206	1.872871	0.200582
FBgn0031871	head	hs	0.046179	1.331002	1.377182	0.033532
FBgn0028554	head	hs	0.111009	0.847335	0.958343	0.115834
FBgn0011737	head	hs	0.019105	1.965084	1.984189	0.009629
FBgn0042092	head	hs	2e-06	2.085048	2.08505	1e-06
FBgn0031865	head	hs	0.146185	1.801839	1.948024	0.075043
FBgn0015776	head	hs	0.011563	0.282312	0.293875	0.039347
FBgn0031857	head	hs	0.021735	0.55296	0.574695	0.03782
FBgn0031881	head	hs	0.238366	1.46773	1.706095	0.139714
FBgn0031885	head	hs	0.005752	0.444598	0.45035	0.012772
FBgn0031893	head	hs	0.094546	1.360011	1.454558	0.065
FBgn0031897	head	hs	0.023552	0.271819	0.295371	0.079737
FBgn0031896	head	hs	0.035708	0.636374	0.672083	0.053131
FBgn0031895	head	hs	0.009354	2.037277	2.046631	0.004571
FBgn0031894	head	hs	0.260003	1.739609	1.999612	0.130027
FBgn0031888	head	hs	0.325474	2.056871	2.382345	0.136619
FBgn0031882	head	hs	1e-06	1.366668	1.366669	1e-06
FBgn0051908	head	hs	1e-06	0.902688	0.902689	1e-06
FBgn0031902	head	hs	0.038617	0.637565	0.676183	0.057111
FBgn0002938	head	hs	0.114613	0.273263	0.387877	0.295489
FBgn0031907	head	hs	0.209945	0.981484	1.191429	0.176213
FBgn0031908	head	hs	0.107797	0.993082	1.100879	0.097919
FBgn0028387	head	hs	1e-06	1.032024	1.032025	1e-06
FBgn0031914	head	hs	0.088594	0.371679	0.460274	0.192481
FBgn0031918	head	hs	0.381137	3.163737	3.544874	0.107518
FBgn0011283	head	hs	1.015812	4.111612	5.127425	0.198114
FBgn0031913	head	hs	0.230826	0.997741	1.228567	0.187883
FBgn0031909	head	hs	0.062181	1.595599	1.65778	0.037509
FBgn0031906	head	hs	0.127451	2.263316	2.390766	0.05331
FBgn0031904	head	hs	1e-06	0.867677	0.867678	1e-06
FBgn0031925	head	hs	0.475843	1.398258	1.874101	0.253905
FBgn0031926	head	hs	0.169499	2.075396	2.244895	0.075504
FBgn0040299	head	hs	2e-06	1.842107	1.842109	1e-06
FBgn0041181	head	hs	0.034406	0.831787	0.866193	0.039721
FBgn0031947	head	hs	0.079574	1.171333	1.250907	0.063613
FBgn0031951	head	hs	0.149655	1.237069	1.386724	0.10792
FBgn0031952	head	hs	0.031825	0.812098	0.843923	0.037711
FBgn0031950	head	hs	0.019559	0.445966	0.465525	0.042014
FBgn0025687	head	hs	2e-06	1.860973	1.860975	1e-06
FBgn0031948	head	hs	0.203571	0.796212	0.999783	0.203615
FBgn0031942	head	hs	0.264742	0.470092	0.734834	0.360274
FBgn0031940	head	hs	0.195301	3.00704	3.202341	0.060987
FBgn0031939	head	hs	0.100453	2.064908	2.165361	0.046391
FBgn0031937	head	hs	0.029823	1.229624	1.259447	0.023679
FBgn0031936	head	hs	0.740565	1.39111	2.131675	0.34741
FBgn0041182	head	hs	0.036645	0.554722	0.591367	0.061966
FBgn0027515	head	hs	1e-06	0.957573	0.957574	1e-06
FBgn0004177	head	hs	0.007999	0.165548	0.173547	0.046089
FBgn0031968	head	hs	2e-06	1.545028	1.54503	1e-06
FBgn0031975	head	hs	0.152539	0.779316	0.931855	0.163694
FBgn0044323	head	hs	0.180212	0.514325	0.694537	0.259471
FBgn0031979	head	hs	0.067726	2.144126	2.211851	0.030619
FBgn0031981	head	hs	0.063608	0.767354	0.830962	0.076547
FBgn0011230	head	hs	0.010232	0.191533	0.201765	0.050711
FBgn0031980	head	hs	0.033839	0.208799	0.242638	0.139464
FBgn0031974	head	hs	0.423616	1.706624	2.13024	0.198858
FBgn0031973	head	hs	0.159188	1.389659	1.548847	0.102778
FBgn0031972	head	hs	0.030336	1.279186	1.309523	0.023166
FBgn0031969	head	hs	0.020094	0.716958	0.737053	0.027263
FBgn0031959	head	hs	0.029695	2.501266	2.530961	0.011733
FBgn0045038	head	hs	1e-06	0.668021	0.668022	1e-06
FBgn0031955	head	hs	1e-06	1.187473	1.187474	1e-06
FBgn0020618	head	hs	0.037228	0.270643	0.30787	0.12092
FBgn0031988	head	hs	0.013865	0.87625	0.890114	0.015576
FBgn0031996	head	hs	0.086834	2.11323	2.200064	0.039469
FBgn0031999	head	hs	0.090891	1.73483	1.825721	0.049783
FBgn0015299	head	hs	1e-06	0.894305	0.894306	1e-06
FBgn0032002	head	hs	0.061706	1.655247	1.716953	0.035939
FBgn0032008	head	hs	0.117785	1.965959	2.083744	0.056525
FBgn0032013	head	hs	0.040721	1.098228	1.138949	0.035753
FBgn0032022	head	hs	0.022418	0.604835	0.627254	0.03574
FBgn0032025	head	hs	0.025004	0.417235	0.442239	0.05654
FBgn0032026	head	hs	0.194658	0.837501	1.032159	0.188593
FBgn0032021	head	hs	0.022602	0.282412	0.305015	0.074103
FBgn0032015	head	hs	1e-06	1.400825	1.400826	1e-06
FBgn0003502	head	hs	0	0.35213	0.352131	1e-06
FBgn0032010	head	hs	0.018524	0.394303	0.412826	0.04487
FBgn0032006	head	hs	0	0.46262	0.462621	1e-06
FBgn0032005	head	hs	0.06177	0.462682	0.524452	0.11778
FBgn0032000	head	hs	1e-06	0.89933	0.899331	1e-06
FBgn0003607	head	hs	0.035102	0.594202	0.629303	0.055778
FBgn0031992	head	hs	0.019861	0.726958	0.746819	0.026595
FBgn0031990	head	hs	0.044195	0.398842	0.443037	0.099755
FBgn0031985	head	hs	0.033569	0.482795	0.516364	0.065011
FBgn0032029	head	hs	0.089845	0.904963	0.994808	0.090314
FBgn0032030	head	hs	2e-06	2.324414	2.324416	1e-06
FBgn0032032	head	hs	1e-06	1.491616	1.491618	1e-06
FBgn0032036	head	hs	0.043569	1.500866	1.544436	0.028211
FBgn0020497	head	hs	0	0.471699	0.4717	1e-06
FBgn0027932	head	hs	0.138476	0.303883	0.442359	0.31304
FBgn0029173	head	hs	2e-06	2.135506	2.135508	1e-06
FBgn0032052	head	hs	1e-06	1.092561	1.092562	1e-06
FBgn0032054	head	hs	0.037908	2.218707	2.256615	0.016799
FBgn0016122	head	hs	0.2411	0.546195	0.787295	0.306239
FBgn0028394	head	hs	1e-06	0.865016	0.865017	1e-06
FBgn0011259	head	hs	0.035414	0.224088	0.259502	0.136469
FBgn0032053	head	hs	0.092796	1.348096	1.440892	0.064402
FBgn0032051	head	hs	0.164462	2.069364	2.233825	0.073623
FBgn0032050	head	hs	0.165694	1.627548	1.793242	0.092399
FBgn0032048	head	hs	0.04302	0.481906	0.524926	0.081954
FBgn0026718	head	hs	0.125285	0.745234	0.870519	0.14392
FBgn0001137	head	hs	0.399651	1.770019	2.169669	0.184199
FBgn0032042	head	hs	0.124297	1.560616	1.684913	0.073771
FBgn0014417	head	hs	0.281259	1.966026	2.247285	0.125155
FBgn0032033	head	hs	0.218644	1.962378	2.181021	0.100248
FBgn0001114	head	hs	0.204834	0.618109	0.822943	0.248904
FBgn0029123	head	hs	0.091377	0.776042	0.867419	0.105344
FBgn0003209	head	hs	0.025282	0.264998	0.290281	0.087096
FBgn0004914	head	hs	0.080085	0.213419	0.293504	0.272857
FBgn0032059	head	hs	1e-06	0.821026	0.821027	1e-06
FBgn0032075	head	hs	0.248318	0.916519	1.164836	0.213178
FBgn0040964	head	hs	0.005908	2.128584	2.134491	0.002768
FBgn0052982	head	hs	0.02486	0.327906	0.352766	0.070472
FBgn0032100	head	hs	0.17472	1.462979	1.637699	0.106686
FBgn0032101	head	hs	1e-06	1.141631	1.141632	1e-06
FBgn0051708	head	hs	1e-06	0.727245	0.727246	1e-06
FBgn0013746	head	hs	0.344185	1.743729	2.087915	0.164846
FBgn0011705	head	hs	0.236979	0.386448	0.623427	0.380123
FBgn0032084	head	hs	0.190948	1.088339	1.279286	0.149261
FBgn0032079	head	hs	0.16842	1.974358	2.142779	0.078599
FBgn0032078	head	hs	0.015489	0.754615	0.770104	0.020112
FBgn0041092	head	hs	0	0.288826	0.288826	1e-06
FBgn0026439	head	hs	0.043784	0.280434	0.324218	0.135044
FBgn0032116	head	hs	0.161504	2.071539	2.233043	0.072325
FBgn0011232	head	hs	2e-06	1.697067	1.697069	1e-06
FBgn0002973	head	hs	0	0.312626	0.312626	1e-06
FBgn0032123	head	hs	0.05209	0.326081	0.378172	0.137742
FBgn0040070	head	hs	0.005515	0.210423	0.215938	0.02554
FBgn0032135	head	hs	0.034308	0.708358	0.742666	0.046196
FBgn0032136	head	hs	0.134826	0.321281	0.456107	0.295602
FBgn0015393	head	hs	0.072287	1.365023	1.43731	0.050293
FBgn0011207	head	hs	1e-06	1.184472	1.184473	1e-06
FBgn0032138	head	hs	0.049961	0.352076	0.402036	0.124269
FBgn0000273	head	hs	0.123637	0.200562	0.324199	0.381363
FBgn0028479	head	hs	0.107743	0.315861	0.423605	0.254349
FBgn0032129	head	hs	0.023901	0.332256	0.356157	0.067108
FBgn0004868	head	hs	0	0.166338	0.166338	1e-06
FBgn0032149	head	hs	2e-06	1.904782	1.904784	1e-06
FBgn0032169	head	hs	2e-06	2.063564	2.063566	1e-06
FBgn0032172	head	hs	0.043048	1.253342	1.29639	0.033206
FBgn0032171	head	hs	0.062898	2.095439	2.158337	0.029142
FBgn0032168	head	hs	0.059663	1.983655	2.043318	0.029199
FBgn0063449	head	hs	0.041075	0.966715	1.007791	0.040758
FBgn0011291	head	hs	0.228145	1.79219	2.020335	0.112924
FBgn0015035	head	hs	6.684954	1.192748	7.877702	0.848592
FBgn0028704	head	hs	0.024353	0.19546	0.219814	0.110791
FBgn0000180	head	hs	0.330541	1.499716	1.830257	0.180598
FBgn0043456	head	hs	0.007981	0.44447	0.452451	0.017639
FBgn0011584	head	hs	0.04527	0.361111	0.406381	0.111399
FBgn0032178	head	hs	0.595464	2.207401	2.802865	0.212448
FBgn0005593	head	hs	0.079579	0.195406	0.274984	0.289393
FBgn0032194	head	hs	2e-06	1.983197	1.983199	1e-06
FBgn0032195	head	hs	0.151355	1.953777	2.105131	0.071898
FBgn0032198	head	hs	0.054547	0.359846	0.414393	0.131631
FBgn0032197	head	hs	0.022427	1.229264	1.251692	0.017918
FBgn0032196	head	hs	1e-06	0.915456	0.915457	1e-06
FBgn0024320	head	hs	0.023158	0.328661	0.351818	0.065823
FBgn0032193	head	hs	2e-06	1.60376	1.603762	1e-06
FBgn0032191	head	hs	1e-06	0.955414	0.955415	1e-06
