	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
3000	integrate	FBgn0034141	213	0.12322472578121656	26.246866591399126	98	12	7	3	1	1
441	integrate	FBgn0041775	212	0.17430775601631035	36.95324427545779	103	13	9	2	0	0
1434	integrate	FBgn0000711	212	0.15209610761449568	32.24437481427309	10	9	9	2	0	0
5585	integrate	FBgn0037199	212	0.12993357307419903	27.545917491730194	146	20	8	3	1	1
2393	integrate	FBgn0034645	211	0.17908893478888155	37.78776524045401	180	2	2	1	1	1
2729	integrate	FBgn0034877	210	0.1704578468671264	35.796147842096545	3	2	2	1	1	1
6234	integrate	FBgn0003449	210	0.12218525023968402	25.658902550333643	53	20	8	3	1	1
1228	integrate	FBgn0003137	209	0.23527213719127174	49.17187667297579	55	25	11	1	1	1
4342	integrate	FBgn0030328	209	0.19551975649957812	40.86362910841183	22	6	6	4	0	0
4202	integrate	FBgn0034793	208	0.11066084064145598	23.017454853422844	67	12	7	3	1	1
162	integrate	FBgn0085468	207	0.22757083510538387	47.10716286681446	80	38	5	3	1	1
1253	integrate	FBgn0035209	207	0.19199899362925524	39.743791681255836	135	30	13	0	0	0
5547	integrate	FBgn0016120	207	0.14592915206273183	30.20733447698549	13	2	2	1	1	1
586	integrate	FBgn0038135	206	0.205092865543815	42.24913030202589	31	18	11	1	1	1
3368	integrate	FBgn0031769	206	0.15764910042981142	32.47571468854115	177	13	9	2	0	0
3970	integrate	FBgn0004363	206	0.14865339750029447	30.62259988506066	168	20	8	3	1	1
4048	integrate	FBgn0003261	205	0.2575520809489474	52.79817659453421	77	26	10	0	0	0
6529	integrate	FBgn0039761	205	0.20103151812637432	41.21146121590674	116	33	1	1	1	1
21	integrate	FBgn0039019	205	0.1964777415284229	40.27793701332669	20	17	10	0	0	0
2768	integrate	FBgn0029785	205	0.17804389544676005	36.49899856658581	141	34	2	1	1	1
2707	integrate	FBgn0041630	205	0.17619173783078032	36.119306255309965	9	8	8	3	1	1
205	integrate	FBgn0028582	205	0.12663833923550863	25.96085954327927	24	14	9	2	0	0
5102	integrate	FBgn0039640	205	0.12573797126653685	25.776284109640056	171	10	0	0	0	0
4680	integrate	FBgn0037341	205	0.11711714931393374	24.009015609356418	144	21	7	3	1	1
3286	integrate	FBgn0023143	204	0.2331498776547732	47.56257504157374	118	31	12	4	0	0
537	integrate	FBgn0038740	204	0.21805359225772783	44.48293282057648	56	24	11	1	1	1
1460	integrate	FBgn0011766	203	0.18203052738342093	36.95219705883445	86	6	6	4	0	0
3206	integrate	FBgn0015338	203	0.1622688785521708	32.94058234609067	102	22	8	3	1	1
2932	integrate	FBgn0037358	202	0.24120534554778578	48.723479800652726	139	38	5	3	1	1
1721	integrate	FBgn0031904	202	0.1318074499223739	26.625104884319526	128	14	9	2	0	0
1264	integrate	FBgn0021795	202	0.11734811961308039	23.70432016184224	170	40	7	3	1	1
6557	integrate	FBgn0033208	201	0.2393223197755002	48.10378627487554	8	7	7	3	1	1
2646	integrate	FBgn0040907	201	0.23602731904167978	47.44149112737764	80	38	5	3	1	1
1357	integrate	FBgn0031057	201	0.21405926219631383	43.02591170145908	58	13	9	2	0	0
4151	integrate	FBgn0036728	201	0.20792140091452935	41.7922015838204	180	2	2	1	1	1
1026	integrate	FBgn0027619	201	0.17069397966173874	34.30948991200949	95	4	4	3	1	1
2710	integrate	FBgn0015286	200	0.12995584518615577	25.991169037231156	10	9	9	2	0	0
5817	integrate	FBgn0030743	199	0.24387815363546	48.531752573456544	66	26	10	0	0	0
6498	integrate	FBgn0263911	199	0.20472163047764422	40.7396044650512	180	2	2	1	1	1
5208	integrate	FBgn0036911	199	0.1915460075202267	38.11765549652512	106	30	13	0	0	0
3059	integrate	FBgn0250753	198	0.1734601516314348	34.34511002302409	164	23	10	0	0	0
395	integrate	FBgn0035321	197	0.25833902412026144	50.8927877516915	128	14	9	2	0	0
425	integrate	FBgn0022224	197	0.22774785824384544	44.866328074037554	80	38	5	3	1	1
5103	integrate	FBgn0021872	197	0.21224449581819646	41.812165676184705	119	25	11	1	1	1
5042	integrate	FBgn0266455	196	0.20163985047143043	39.521410692400366	145	41	11	1	1	1
4231	integrate	FBgn0261606	196	0.15083011249740316	29.56270204949102	180	2	2	1	1	1
1163	integrate	FBgn0032138	194	0.1253363521963204	24.315252326086153	144	21	7	3	1	1
4561	integrate	FBgn0003114	193	0.2601745007640851	50.21367864746843	50	26	10	0	0	0
5879	integrate	FBgn0040832	193	0.21056999732069412	40.640009482893966	120	1	1	1	1	1
2437	integrate	FBgn0030616	192	0.19833894864433033	38.08107813971142	93	40	7	3	1	1
3814	integrate	FBgn0036451	192	0.17912013142571018	34.391065233736356	58	13	9	2	0	0
1548	integrate	FBgn0039755	192	0.16758509564027957	32.17633836293368	83	33	1	1	1	1
4372	integrate	FBgn0022343	192	0.13138597610429356	25.226107412024366	100	8	8	3	1	1
1878	integrate	FBgn0037749	191	0.21737277722528026	41.51820045002853	157	7	7	3	1	1
3882	integrate	FBgn0003023	191	0.1744774732986513	33.3251974000424	177	13	9	2	0	0
2674	integrate	FBgn0016070	190	0.20358398719084617	38.68095756626077	181	0	0	0	0	0
2104	integrate	FBgn0010387	190	0.17803790203428713	33.82720138651455	87	33	1	1	1	1
6559	integrate	FBgn0036762	189	0.22509227513805963	42.54244000109327	173	5	5	3	1	1
4485	integrate	FBgn0030985	189	0.2219201716233095	41.94291243680549	113	41	11	1	1	1
332	integrate	FBgn0039994	189	0.21400689546798496	40.447303243449156	118	31	12	4	0	0
1258	integrate	FBgn0032923	189	0.20110032363759275	38.00796116750503	20	17	10	0	0	0
5903	integrate	FBgn0035871	189	0.18190014231669743	34.37912689785581	90	37	4	3	1	1
3055	integrate	FBgn0024509	189	0.10888475706185287	20.57921908469019	25	20	8	3	1	1
4154	integrate	FBgn0035675	188	0.2347561488197979	44.134155978122	80	38	5	3	1	1
2065	integrate	FBgn0013688	188	0.19692653459760628	37.022188504349984	29	23	10	0	0	0
656	integrate	FBgn0035542	188	0.1730638320393168	32.536000423391556	150	37	4	3	1	1
6101	integrate	FBgn0039359	188	0.16123311554105377	30.311825721718108	141	34	2	1	1	1
185	integrate	FBgn0038252	187	0.24194897175236935	45.24445771769307	42	0	0	0	0	0
4034	integrate	FBgn0032200	187	0.23607046279077645	44.145176541875195	8	7	7	3	1	1
4782	integrate	FBgn0261608	187	0.22296765707648492	41.69495187330268	161	38	5	3	1	1
1625	integrate	FBgn0034093	187	0.21431842684985383	40.077545820922666	17	4	4	3	1	1
2395	integrate	FBgn0034576	187	0.202595336569576	37.88532793851071	180	2	2	1	1	1
6054	integrate	FBgn0029990	186	0.2004054495034371	37.2754136076393	175	5	5	3	1	1
5814	integrate	FBgn0039972	186	0.18240518867319933	33.92736509321507	86	6	6	4	0	0
1467	integrate	FBgn0019960	186	0.15290947938500954	28.441163165611776	47	11	4	3	1	1
4596	integrate	FBgn0266421	185	0.24196840430784694	44.764154796951686	50	26	10	0	0	0
5988	integrate	FBgn0034447	185	0.2162476556846854	40.0058163016668	148	31	12	4	0	0
3804	integrate	FBgn0031049	185	0.21257554095489237	39.326475076655086	80	38	5	3	1	1
5498	integrate	FBgn0026160	185	0.15973129248707268	29.550289110108444	127	27	4	3	1	1
3396	integrate	FBgn0263933	184	0.2210031008497019	40.66457055634515	110	32	12	4	0	0
1562	integrate	FBgn0013704	184	0.20834096750273098	38.3347380205025	95	4	4	3	1	1
5757	integrate	FBgn0011638	184	0.18818951168161235	34.626870149416675	66	26	10	0	0	0
5958	integrate	FBgn0020660	184	0.15820588953717768	29.109883674840695	95	4	4	3	1	1
823	integrate	FBgn0260744	184	0.15426088694334175	28.384003197574884	26	21	7	3	1	1
3081	integrate	FBgn0004647	184	0.11462420933878432	21.090854518336315	133	3	3	2	0	0
680	integrate	FBgn0032467	183	0.24060226821028416	44.030215082482	49	32	12	4	0	0
5182	integrate	FBgn0030679	183	0.22288234999421813	40.78747004894192	27	12	7	3	1	1
5133	integrate	FBgn0029672	183	0.21483232754823145	39.314315941326356	20	17	10	0	0	0
2092	integrate	FBgn0003275	183	0.20169442648498864	36.910080046752924	132	7	7	3	1	1
356	integrate	FBgn0035186	183	0.1956849319438892	35.81034254573172	1	1	1	1	1	1
1486	integrate	FBgn0026562	183	0.1956783583211148	35.80913957276401	172	1	1	1	1	1
1981	integrate	FBgn0036318	183	0.18765467852690662	34.34080617042391	47	11	4	3	1	1
1724	integrate	FBgn0034496	183	0.1734046625562585	31.733053247795304	20	17	10	0	0	0
2997	integrate	FBgn0062442	183	0.16475082807053065	30.14940153690711	174	2	2	1	1	1
6088	integrate	FBgn0039757	183	0.14022386373244364	25.660967063037187	130	34	2	1	1	1
4307	integrate	FBgn0038810	183	0.12379517571334259	22.654517155541694	96	22	8	3	1	1
5352	integrate	FBgn0024841	183	0.09493821145361431	17.373692696011418	146	20	8	3	1	1
6476	integrate	FBgn0005626	182	0.2107154381183187	38.350209737534	76	37	4	3	1	1
477	integrate	FBgn0261675	182	0.12266259117744092	22.324591594294247	131	18	11	1	1	1
1945	integrate	FBgn0000246	181	0.24210860985406174	43.821658383585174	60	35	10	0	0	0
1883	integrate	FBgn0034564	181	0.21958815557093486	39.74545615833921	91	20	8	3	1	1
4260	integrate	FBgn0040733	181	0.21083959998095053	38.161967596552046	175	5	5	3	1	1
2365	integrate	FBgn0266420	181	0.1869938143227259	33.84588039241339	89	16	0	0	0	0
384	integrate	FBgn0085452	181	0.16992947066839434	30.757234190979375	51	33	1	1	1	1
1554	integrate	FBgn0052207	181	0.13138893599147303	23.781397414456617	91	20	8	3	1	1
6536	integrate	FBgn0035271	180	0.22374487864246811	40.27407815564426	8	7	7	3	1	1
261	integrate	FBgn0011695	180	0.21580923146314812	38.84566166336666	108	41	11	1	1	1
5899	integrate	FBgn0000355	180	0.20388306671841955	36.69895200931552	123	39	5	3	1	1
1982	integrate	FBgn0283536	180	0.19071365900314038	34.32845862056527	180	2	2	1	1	1
5944	integrate	FBgn0000320	180	0.1869011517638177	33.642207317487184	35	27	4	3	1	1
5	integrate	FBgn0266418	180	0.12121224827005138	21.81820468860925	5	4	4	3	1	1
5875	integrate	FBgn0031505	179	0.20003100068211815	35.80554912209915	174	2	2	1	1	1
1999	integrate	FBgn0003978	179	0.16898398992091732	30.2481341958442	114	22	8	3	1	1
1791	integrate	FBgn0028737	179	0.16708518429243965	29.908247988346698	130	34	2	1	1	1
2469	integrate	FBgn0038277	179	0.12409303922884586	22.21265402196341	176	40	7	3	1	1
3399	integrate	FBgn0033826	179	0.10243786313648374	18.33637750143059	46	1	1	1	1	1
5264	integrate	FBgn0033889	178	0.22241567091986278	39.589989423735574	110	32	12	4	0	0
1178	integrate	FBgn0019624	178	0.17948869354786506	31.948987451519983	87	33	1	1	1	1
4694	integrate	FBgn0031968	178	0.16904578993229236	30.09015060794804	31	18	11	1	1	1
932	integrate	FBgn0031893	178	0.08829474141161553	15.716463971267563	96	22	8	3	1	1
1964	integrate	FBgn0028670	177	0.24111098301009087	42.67664399278608	124	17	10	0	0	0
5609	integrate	FBgn0016075	177	0.2206474015610745	39.05459007631019	30	24	11	1	1	1
4100	integrate	FBgn0030959	177	0.2100356254054612	37.17630569676663	149	32	12	4	0	0
346	integrate	FBgn0027885	177	0.18845418749213466	33.356391186107835	90	37	4	3	1	1
5902	integrate	FBgn0063670	176	0.24145762828426912	42.49654257803137	29	23	10	0	0	0
5987	integrate	FBgn0086378	176	0.2226063500693016	39.17871761219708	101	26	10	0	0	0
6045	integrate	FBgn0025454	176	0.21966034180633429	38.660220157914836	152	25	11	1	1	1
1753	integrate	FBgn0003942	176	0.14761012706176577	25.979382362870773	141	34	2	1	1	1
5027	integrate	FBgn0001233	176	0.14544935182246646	25.5990859207541	158	14	9	2	0	0
2023	integrate	FBgn0038149	175	0.10907400734395505	19.087951285192133	166	17	10	0	0	0
5918	integrate	FBgn0085362	174	0.2161826393328201	37.615779243910694	153	39	5	3	1	1
5635	integrate	FBgn0031265	174	0.16380272646843178	28.501674405507128	102	22	8	3	1	1
3084	integrate	FBgn0030610	174	0.15254639629276617	26.543072954941316	67	12	7	3	1	1
1598	integrate	FBgn0003721	173	0.2252378988382167	38.96615649901149	169	24	11	1	1	1
1850	integrate	FBgn0015221	173	0.21153325114012808	36.59525244724216	152	25	11	1	1	1
6560	integrate	FBgn0036534	173	0.1982856262862939	34.303413347528846	61	3	3	2	0	0
3791	integrate	FBgn0037372	172	0.2343454634880744	40.3074197199488	57	20	8	3	1	1
806	integrate	FBgn0043002	172	0.23240993432924495	39.97450870463013	42	0	0	0	0	0
905	integrate	FBgn0265413	172	0.22996217759793647	39.55349454684507	23	19	5	3	1	1
5695	integrate	FBgn0029838	172	0.21294878109230256	36.62719034787604	30	24	11	1	1	1
3347	integrate	FBgn0040493	172	0.1278899154283286	21.99706545367252	68	30	13	0	0	0
3160	integrate	FBgn0039156	172	0.12190740037299612	20.96807286415533	102	22	8	3	1	1
3448	integrate	FBgn0039537	172	0.10499020927324178	18.058315994997585	155	29	2	1	1	1
4999	integrate	FBgn0031037	171	0.23273027875582597	39.79687766724624	55	25	11	1	1	1
6021	integrate	FBgn0026324	171	0.23089486386584362	39.48302172105926	50	26	10	0	0	0
3314	integrate	FBgn0267351	171	0.22008652001258486	37.63479492215201	110	32	12	4	0	0
5645	integrate	FBgn0002626	171	0.15588831053800817	26.6569011019994	130	34	2	1	1	1
1345	integrate	FBgn0035588	171	0.1062952158898459	18.17648191716365	48	21	7	3	1	1
4490	integrate	FBgn0022355	170	0.2343402691730555	39.83784575941944	138	19	5	3	1	1
840	integrate	FBgn0010228	170	0.16570635941089223	28.170081099851682	150	37	4	3	1	1
3338	integrate	FBgn0016926	170	0.14545669217010007	24.727637668917012	90	37	4	3	1	1
4976	integrate	FBgn0029823	170	0.13025133691133262	22.142727274926543	140	29	2	1	1	1
2252	integrate	FBgn0261243	169	0.251691428444094	42.53585140705188	142	35	10	0	0	0
4212	integrate	FBgn0085484	169	0.20872216873029037	35.27404651541907	56	24	11	1	1	1
5088	integrate	FBgn0027513	169	0.19315986944646601	32.644017936452755	11	10	0	0	0	0
163	integrate	FBgn0013683	169	0.183139700404433	30.950609368349177	81	39	5	3	1	1
5760	integrate	FBgn0250848	169	0.12125138842048	20.49148464306112	163	30	13	0	0	0
5151	integrate	FBgn0010434	168	0.20762677354368364	34.88129795533885	44	27	4	3	1	1
2276	integrate	FBgn0029568	168	0.2063594526403868	34.66838804358498	123	39	5	3	1	1
4146	integrate	FBgn0029867	168	0.20547741830404787	34.52020627508004	171	10	0	0	0	0
5927	integrate	FBgn0033760	168	0.16639052501930465	27.95360820324318	31	18	11	1	1	1
3270	integrate	FBgn0010100	168	0.1629550728983349	27.376452246920266	127	27	4	3	1	1
6158	integrate	FBgn0283478	167	0.2445664806505913	40.84260226864875	139	38	5	3	1	1
2576	integrate	FBgn0024196	167	0.2014378162368743	33.640115311558006	80	38	5	3	1	1
4979	integrate	FBgn0022238	167	0.1969725912842455	32.894422744469	58	13	9	2	0	0
5205	integrate	FBgn0036760	166	0.2139986532385554	35.5237764376002	95	4	4	3	1	1
2597	integrate	FBgn0266557	166	0.19953726108779254	33.12318534057356	148	31	12	4	0	0
628	integrate	FBgn0034249	166	0.17460671682404846	28.984714992792046	89	16	0	0	0	0
5624	integrate	FBgn0039581	166	0.1609565151863899	26.718781520940723	38	30	13	0	0	0
1539	integrate	FBgn0027088	166	0.09162340670438747	15.209485512928321	25	20	8	3	1	1
5461	integrate	FBgn0040890	165	0.21998784813217348	36.297994941808625	50	26	10	0	0	0
2852	integrate	FBgn0015031	165	0.21852897668607021	36.057281153201586	108	41	11	1	1	1
2190	integrate	FBgn0001942	165	0.20278656063905193	33.45978250544357	142	35	10	0	0	0
5369	integrate	FBgn0036381	164	0.2339979741167825	38.37566775515233	44	27	4	3	1	1
1267	integrate	FBgn0039300	164	0.1885014176789809	30.91423249935287	93	40	7	3	1	1
4440	integrate	FBgn0000357	164	0.17229253007642237	28.25597493253327	123	39	5	3	1	1
3493	integrate	FBgn0037061	164	0.14757966199464537	24.203064567121842	134	8	8	3	1	1
3219	integrate	FBgn0002773	163	0.21281683599074633	34.68914426649165	152	25	11	1	1	1
877	integrate	FBgn0032897	163	0.21187588638130173	34.53576948015218	2	1	1	1	1	1
3999	integrate	FBgn0036574	163	0.1991984761399294	32.46935161080849	149	32	12	4	0	0
1208	integrate	FBgn0038428	163	0.18508697749437622	30.169177331583324	106	30	13	0	0	0
2343	integrate	FBgn0042135	163	0.14455100348775002	23.561813568503254	16	14	9	2	0	0
3806	integrate	FBgn0003961	162	0.2107154132229856	34.135896942123665	119	25	11	1	1	1
4051	integrate	FBgn0010425	162	0.15175429456185685	24.584195719020812	116	33	1	1	1	1
5973	integrate	FBgn0024558	162	0.14639159407155447	23.715438239591826	98	12	7	3	1	1
5748	integrate	FBgn0040752	161	0.1377432981762911	22.17667100638287	10	9	9	2	0	0
3673	integrate	FBgn0000427	160	0.2572544959183034	41.160719346928545	117	5	5	3	1	1
5514	integrate	FBgn0039081	160	0.22748911398749483	36.39825823799917	55	25	11	1	1	1
5868	integrate	FBgn0261615	160	0.21736278108152313	34.7780449730437	145	41	11	1	1	1
4389	integrate	FBgn0032285	160	0.17368659392212457	27.789855027539932	152	25	11	1	1	1
3753	integrate	FBgn0086558	160	0.15446854329947324	24.714966927915718	106	30	13	0	0	0
994	integrate	FBgn0039509	160	0.1106884970621351	17.710159529941617	144	21	7	3	1	1
6183	integrate	FBgn0039311	159	0.21900934650679907	34.82248609458105	56	24	11	1	1	1
89	integrate	FBgn0020279	159	0.19878286160201883	31.606474994720994	58	13	9	2	0	0
2684	integrate	FBgn0264001	159	0.13465128825852876	21.40955483310607	160	4	4	3	1	1
1955	integrate	FBgn0266521	159	0.12876153192896153	20.473083576704884	158	14	9	2	0	0
4118	integrate	FBgn0033972	159	0.11934289249415031	18.9755199065699	102	22	8	3	1	1
4205	integrate	FBgn0037573	159	0.10892324463677897	17.318795897247856	68	30	13	0	0	0
2100	integrate	FBgn0037533	159	0.09914495269080571	15.764047477838108	62	3	3	2	0	0
2508	integrate	FBgn0000045	158	0.22589834028407246	35.69193776488345	30	24	11	1	1	1
4875	integrate	FBgn0259745	158	0.19750497268422282	31.205785684107205	143	6	6	4	0	0
3835	integrate	FBgn0250838	158	0.19543717235010755	30.87907323131699	180	2	2	1	1	1
2002	integrate	FBgn0259937	158	0.17309960414414258	27.349737454774527	58	13	9	2	0	0
634	integrate	FBgn0034503	158	0.16949744579013568	26.78059643484144	20	17	10	0	0	0
4321	integrate	FBgn0000463	158	0.16008744037919914	25.293815579913463	62	3	3	2	0	0
1596	integrate	FBgn0028491	157	0.20573719126124312	32.30073902801517	129	19	5	3	1	1
2631	integrate	FBgn0029133	157	0.17553580856487694	27.55912194468568	95	4	4	3	1	1
4925	integrate	FBgn0261575	157	0.15097439399441467	23.702979857123104	138	19	5	3	1	1
4748	integrate	FBgn0031711	157	0.10795277621793524	16.948585866215833	166	17	10	0	0	0
5141	integrate	FBgn0036938	156	0.22019654628000815	34.35066121968127	123	39	5	3	1	1
2906	integrate	FBgn0031907	156	0.21793255392191896	33.99747841181936	169	24	11	1	1	1
5135	integrate	FBgn0013689	156	0.20826348638789263	32.48910387651125	95	4	4	3	1	1
492	integrate	FBgn0026533	156	0.18702285261118087	29.17556500734422	22	6	6	4	0	0
5874	integrate	FBgn0261955	156	0.1624642791687144	25.344427550319445	90	37	4	3	1	1
741	integrate	FBgn0002183	156	0.13613891192065664	21.237670259622433	68	30	13	0	0	0
413	integrate	FBgn0083953	155	0.17846342530483186	27.66183092224894	132	7	7	3	1	1
1100	integrate	FBgn0033752	155	0.17097233251680136	26.50071154010421	89	16	0	0	0	0
6065	integrate	FBgn0085436	155	0.10617783672627042	16.457564692571914	97	9	9	2	0	0
2485	integrate	FBgn0015371	154	0.1904463141850579	29.328732384498913	86	6	6	4	0	0
5407	integrate	FBgn0033100	154	0.18352571507572304	28.26296012166135	132	7	7	3	1	1
2692	integrate	FBgn0035644	154	0.16630783290552903	25.61140626745147	38	30	13	0	0	0
1607	integrate	FBgn0039563	154	0.13647131887232075	21.016583106337396	68	30	13	0	0	0
5283	integrate	FBgn0026179	154	0.08532843813130332	13.140579472220711	16	14	9	2	0	0
6106	integrate	FBgn0030049	153	0.13028379904033344	19.933421253171016	133	3	3	2	0	0
4138	integrate	FBgn0038046	153	0.10780372099787751	16.493969312675258	100	8	8	3	1	1
4879	integrate	FBgn0036007	153	0.08991561460402547	13.757089034415898	158	14	9	2	0	0
5307	integrate	FBgn0250868	152	0.23481897452978784	35.69248412852775	80	38	5	3	1	1
3616	integrate	FBgn0264296	152	0.21194096914292873	32.215027309725166	116	33	1	1	1	1
1907	integrate	FBgn0004907	152	0.19960278286896702	30.339622996082987	90	37	4	3	1	1
2210	integrate	FBgn0001280	152	0.14196101058311061	21.578073608632813	9	8	8	3	1	1
6281	integrate	FBgn0263391	152	0.11154494838665752	16.954832154771942	16	14	9	2	0	0
6221	integrate	FBgn0010411	151	0.1317417077675431	19.89299787289901	130	34	2	1	1	1
2632	integrate	FBgn0038923	151	0.10605550407679293	16.014381115595732	96	22	8	3	1	1
3452	integrate	FBgn0030993	150	0.2160205370990776	32.40308056486164	129	19	5	3	1	1
2466	integrate	FBgn0013753	150	0.18417557614825336	27.626336422238005	19	16	0	0	0	0
2723	integrate	FBgn0013678	150	0.17631081742133584	26.446622613200375	156	37	4	3	1	1
4391	integrate	FBgn0028543	150	0.14409825586194164	21.614738379291246	48	21	7	3	1	1
379	integrate	FBgn0033988	150	0.1418236121108182	21.273541816622732	16	14	9	2	0	0
2829	integrate	FBgn0002567	150	0.14175437688346176	21.263156532519265	15	13	9	2	0	0
785	integrate	FBgn0015795	149	0.2203413903850269	32.83086716736901	56	24	11	1	1	1
4460	integrate	FBgn0263916	149	0.206147471971559	30.71597332376229	20	17	10	0	0	0
1263	integrate	FBgn0031930	149	0.1927469390200247	28.719293913983684	31	18	11	1	1	1
6523	integrate	FBgn0002789	149	0.18521351659765722	27.596813973050928	172	1	1	1	1	1
4079	integrate	FBgn0040389	149	0.13123823592394307	19.554497152667516	132	7	7	3	1	1
254	integrate	FBgn0086613	149	0.12440406755639212	18.536206065902427	106	30	13	0	0	0
86	integrate	FBgn0000078	149	0.11196516917136565	16.682810206533482	26	21	7	3	1	1
1338	integrate	FBgn0027567	148	0.20831302893402356	30.830328282235488	69	32	12	4	0	0
1031	integrate	FBgn0004795	148	0.18968031491317333	28.072686607149652	143	6	6	4	0	0
2525	integrate	FBgn0262733	148	0.154222188120023	22.824883841763405	143	6	6	4	0	0
322	integrate	FBgn0022027	148	0.12492037798049119	18.488215941112696	98	12	7	3	1	1
3089	integrate	FBgn0038611	147	0.23514807783038452	34.566767441066524	123	39	5	3	1	1
2586	integrate	FBgn0031491	147	0.2016112918550251	29.63685990268869	20	17	10	0	0	0
2699	integrate	FBgn0261862	147	0.2013226571563829	29.594430601988286	20	17	10	0	0	0
5776	integrate	FBgn0004649	147	0.17754358756075928	26.098907371431615	73	35	10	0	0	0
14	integrate	FBgn0035032	147	0.13932496784740775	20.48077027356894	13	2	2	1	1	1
4967	integrate	FBgn0013684	147	0.13922104686478137	20.46549388912286	156	37	4	3	1	1
4969	integrate	FBgn0013348	146	0.2147822285120661	31.35820536276165	44	27	4	3	1	1
2807	integrate	FBgn0029894	146	0.20713594636990995	30.241848170006854	61	3	3	2	0	0
3439	integrate	FBgn0032025	146	0.2064725685249078	30.14499500463654	169	24	11	1	1	1
5552	integrate	FBgn0035423	146	0.195858369280523	28.595321914956358	93	40	7	3	1	1
2163	integrate	FBgn0031830	146	0.18398426058259165	26.86170204505838	180	2	2	1	1	1
6153	integrate	FBgn0035997	146	0.1740016085231961	25.404234844386632	86	6	6	4	0	0
12	integrate	FBgn0262619	146	0.1528895577590645	22.321875432823415	11	10	0	0	0	0
4084	integrate	FBgn0024733	146	0.1466539005639348	21.41146948233448	141	34	2	1	1	1
4785	integrate	FBgn0000644	145	0.209480155445864	30.374622539650282	123	39	5	3	1	1
5130	integrate	FBgn0033906	145	0.17976821939333965	26.066391812034247	174	2	2	1	1	1
709	integrate	FBgn0013954	145	0.1735432346528251	25.163769024659636	126	7	7	3	1	1
4749	integrate	FBgn0025390	145	0.16206060482050555	23.498787698973306	123	39	5	3	1	1
1436	integrate	FBgn0010825	145	0.1584776283789335	22.979256114945358	86	6	6	4	0	0
62	integrate	FBgn0019643	145	0.14647380802482635	21.23870216359982	48	21	7	3	1	1
4864	integrate	FBgn0039562	145	0.11928024963826442	17.29563619754834	100	8	8	3	1	1
5509	integrate	FBgn0003423	144	0.20556966565067708	29.6020318536975	60	35	10	0	0	0
1567	integrate	FBgn0038038	144	0.20141983103998756	29.004455669758208	120	1	1	1	1	1
3479	integrate	FBgn0036537	144	0.1689356876588085	24.326739022868423	91	20	8	3	1	1
6017	integrate	FBgn0032518	144	0.15405941441554877	22.18455567583902	130	34	2	1	1	1
5716	integrate	FBgn0019936	144	0.15080530288017757	21.71596361474557	54	34	2	1	1	1
5162	integrate	FBgn0032509	144	0.0925996569188079	13.334350596308337	98	12	7	3	1	1
940	integrate	FBgn0028980	143	0.2428709778636554	34.730549834502725	41	31	12	4	0	0
3588	integrate	FBgn0284436	143	0.21837897413510163	31.228193301319532	77	26	10	0	0	0
931	integrate	FBgn0000358	143	0.20726445918864958	29.63881766397689	6	5	5	3	1	1
3375	integrate	FBgn0016684	143	0.20060442572482715	28.686432878650283	56	24	11	1	1	1
6468	integrate	FBgn0017545	143	0.16996707960986285	24.305292384210386	126	7	7	3	1	1
4769	integrate	FBgn0052672	143	0.15242245280158223	21.796410750626258	150	37	4	3	1	1
4721	integrate	FBgn0001120	143	0.12946864746103054	18.51401658692737	163	30	13	0	0	0
860	integrate	FBgn0030056	143	0.11555748577521006	16.52472046585504	135	30	13	0	0	0
251	integrate	FBgn0015391	142	0.21722001127682394	30.845241601309	107	36	12	4	0	0
4037	integrate	FBgn0259998	142	0.16534968100317865	23.47965470245137	116	33	1	1	1	1
883	integrate	FBgn0031987	142	0.146896569378081	20.859312851687502	20	17	10	0	0	0
5683	integrate	FBgn0004876	142	0.1370810894206172	19.46551469772764	10	9	9	2	0	0
779	integrate	FBgn0039909	142	0.09360898963980668	13.29247652885255	144	21	7	3	1	1
6257	integrate	FBgn0283468	141	0.21586950459551277	30.437600147967302	118	31	12	4	0	0
1397	integrate	FBgn0033292	141	0.207678972452266	29.282735115769505	21	18	11	1	1	1
2454	integrate	FBgn0262736	141	0.18946882325109218	26.715104078403996	179	5	5	3	1	1
2573	integrate	FBgn0029148	141	0.14698711669188202	20.725183453555367	170	40	7	3	1	1
1770	integrate	FBgn0020653	141	0.07521269016588288	10.604989313389485	25	20	8	3	1	1
5565	integrate	FBgn0038420	140	0.2440358320480712	34.16501648672997	40	24	11	1	1	1
4809	integrate	FBgn0004901	140	0.23142178628316676	32.399050079643345	20	17	10	0	0	0
517	integrate	FBgn0030530	140	0.2132887939534092	29.860431153477286	19	16	0	0	0	0
3126	integrate	FBgn0264991	140	0.2067495659914136	28.9449392387979	145	41	11	1	1	1
4149	integrate	FBgn0028479	140	0.17776567278839284	24.887194190375	134	8	8	3	1	1
3715	integrate	FBgn0035670	140	0.1674966765394503	23.449534715523043	125	29	2	1	1	1
4757	integrate	FBgn0015379	140	0.1203809935079835	16.85333909111769	146	20	8	3	1	1
4209	integrate	FBgn0037525	140	0.10788311208672845	15.103635692141982	5	4	4	3	1	1
818	integrate	FBgn0040534	139	0.23416063709437057	32.54832855611751	66	26	10	0	0	0
220	integrate	FBgn0003189	139	0.22809614675414422	31.705364398826045	23	19	5	3	1	1
