	direction	Gene	Degree	Average	Sum	B1	B2	B3	B4	B5	B6
5255	decohere	FBgn0015924	429	0.19665456783487897	84.36480960116307	104	3	3	2	0	0
2073	decohere	FBgn0024921	428	0.18506915750478098	79.20959941204626	133	3	3	2	0	0
5986	decohere	FBgn0003941	428	0.17263989456281298	73.88987487288395	141	34	2	1	1	1
2811	decohere	FBgn0264490	427	0.21143451866679283	90.28253947072054	147	11	4	3	1	1
2539	decohere	FBgn0285879	426	0.1335953302240464	56.91161067544377	5	4	4	3	1	1
5544	decohere	FBgn0032236	425	0.15413627959798212	65.5079188291424	53	20	8	3	1	1
2321	decohere	FBgn0005648	424	0.1350133374786042	57.245655090928175	16	14	9	2	0	0
1793	decohere	FBgn0261618	423	0.15200265796946585	64.29712432108406	97	9	9	2	0	0
5701	decohere	FBgn0010611	422	0.17223806307594233	72.68446261804766	144	21	7	3	1	1
4130	decohere	FBgn0036136	422	0.17101320226946942	72.1675713577161	102	22	8	3	1	1
253	decohere	FBgn0003447	420	0.20839208588370597	87.5246760711565	97	9	9	2	0	0
2019	decohere	FBgn0032030	420	0.1577982140362853	66.27524989523982	102	22	8	3	1	1
2429	decohere	FBgn0000568	419	0.2180167644248618	91.34902429401708	147	11	4	3	1	1
5016	decohere	FBgn0030447	419	0.20525000451800482	85.99975189304402	155	29	2	1	1	1
1388	decohere	FBgn0000541	419	0.2007510053171757	84.11467122789662	143	6	6	4	0	0
2243	decohere	FBgn0044030	417	0.18869795616088383	78.68704771908855	98	12	7	3	1	1
3004	decohere	FBgn0030433	415	0.2158339944353828	89.57110769068386	67	12	7	3	1	1
640	decohere	FBgn0037215	415	0.20723626467875655	86.00304984168397	9	8	8	3	1	1
4847	decohere	FBgn0040773	415	0.1400063862675859	58.10265030104816	180	2	2	1	1	1
4472	decohere	FBgn0015229	414	0.2136997514713661	88.47169710914557	86	6	6	4	0	0
3141	decohere	FBgn0022023	414	0.19675026351190383	81.45460909392818	144	21	7	3	1	1
1510	decohere	FBgn0033485	414	0.15713009729681168	65.05186028088004	9	8	8	3	1	1
2395	decohere	FBgn0034576	409	0.19222385395625075	78.61955626810655	180	2	2	1	1	1
244	decohere	FBgn0000579	409	0.1676285664301152	68.56008366991712	67	12	7	3	1	1
1273	decohere	FBgn0027338	409	0.1500220919856278	61.35903562212177	109	30	13	0	0	0
510	decohere	FBgn0035471	408	0.2063999701784806	84.21118783282009	140	29	2	1	1	1
2875	decohere	FBgn0021979	408	0.20610438449648205	84.09058887456467	144	21	7	3	1	1
5771	decohere	FBgn0034061	405	0.22432349990189868	90.85101746026896	174	2	2	1	1	1
1169	decohere	FBgn0263987	405	0.19598998298539624	79.37594310908548	59	9	9	2	0	0
5677	decohere	FBgn0034488	405	0.1412006105685703	57.186247280270976	102	22	8	3	1	1
2060	decohere	FBgn0013674	404	0.1964378684296731	79.36089884558793	156	37	4	3	1	1
6163	decohere	FBgn0025638	404	0.17535932403997084	70.84516691214822	132	7	7	3	1	1
6451	decohere	FBgn0013949	403	0.20138469122156108	81.15803056228911	140	29	2	1	1	1
1854	decohere	FBgn0030276	403	0.1629378687448426	65.66396110417156	97	9	9	2	0	0
5782	decohere	FBgn0013576	402	0.2228089413278326	89.56919441378871	16	14	9	2	0	0
4744	decohere	FBgn0030792	402	0.16662407953183586	66.98287997179801	100	8	8	3	1	1
1950	decohere	FBgn0024314	401	0.15815638096769769	63.42070876804677	102	22	8	3	1	1
4391	decohere	FBgn0028543	399	0.1690603606447652	67.45508389726132	48	21	7	3	1	1
4551	decohere	FBgn0000163	396	0.19097815029654433	75.62734751743156	24	14	9	2	0	0
1185	decohere	FBgn0039406	395	0.18906614286926596	74.68112643336005	126	7	7	3	1	1
4052	decohere	FBgn0035726	395	0.14908114157100535	58.88705092054711	9	8	8	3	1	1
4756	decohere	FBgn0035688	394	0.19872923924223598	78.29932026144098	16	14	9	2	0	0
2946	decohere	FBgn0265487	394	0.17366804457376728	68.42520956206431	64	11	4	3	1	1
6307	decohere	FBgn0031048	394	0.165297210476425	65.12710092771145	68	30	13	0	0	0
3985	decohere	FBgn0038577	394	0.165248899548206	65.10806642199317	98	12	7	3	1	1
1134	decohere	FBgn0010357	394	0.14024396399029335	55.25612181217558	125	29	2	1	1	1
1845	decohere	FBgn0014133	393	0.22179855942301493	87.16683385324487	133	3	3	2	0	0
3300	decohere	FBgn0264270	391	0.22223506738739646	86.89391134847202	16	14	9	2	0	0
4773	decohere	FBgn0030813	390	0.17799859905739177	69.41945363238278	151	13	9	2	0	0
2689	decohere	FBgn0010416	390	0.17557847370304822	68.4756047441888	24	14	9	2	0	0
3940	decohere	FBgn0261617	389	0.22841233475020836	88.85239821783105	133	3	3	2	0	0
3656	decohere	FBgn0038585	389	0.1946883206781055	75.73375674378303	98	12	7	3	1	1
3561	decohere	FBgn0034802	388	0.23616020072916097	91.63015788291446	167	35	10	0	0	0
4565	decohere	FBgn0020306	386	0.22912398602143613	88.44185860427434	86	6	6	4	0	0
5339	decohere	FBgn0261260	386	0.19558529679367023	75.4959245623567	147	11	4	3	1	1
3081	decohere	FBgn0004647	386	0.16125976261948788	62.246268371122326	133	3	3	2	0	0
2238	decohere	FBgn0039175	386	0.1571035774069775	60.64198087909331	68	30	13	0	0	0
5012	decohere	FBgn0013746	386	0.15299295393548903	59.05528021909877	102	22	8	3	1	1
322	decohere	FBgn0022027	385	0.16817481077700905	64.74730214914848	98	12	7	3	1	1
2100	decohere	FBgn0037533	385	0.13303991634023485	51.220367790990416	62	3	3	2	0	0
923	decohere	FBgn0087040	383	0.16856897244956226	64.56191644818234	163	30	13	0	0	0
3585	decohere	FBgn0039959	382	0.19507447997468041	74.51845135032792	115	3	3	2	0	0
3288	decohere	FBgn0033351	381	0.20844264877376933	79.41664918280611	98	12	7	3	1	1
5303	decohere	FBgn0034871	381	0.19450180944005147	74.10518939665961	172	1	1	1	1	1
5816	decohere	FBgn0013325	381	0.15551743198123397	59.252141584850136	141	34	2	1	1	1
1731	decohere	FBgn0035372	381	0.12357923829665161	47.08368979102426	98	12	7	3	1	1
2376	decohere	FBgn0033128	380	0.15404793609977893	58.53821571791599	144	21	7	3	1	1
6425	decohere	FBgn0017550	377	0.20022590879495342	75.48516761569743	151	13	9	2	0	0
4768	decohere	FBgn0051549	377	0.1837377699447507	69.269139269171	98	12	7	3	1	1
963	decohere	FBgn0037688	377	0.1531571947710188	57.740262428674086	102	22	8	3	1	1
3928	decohere	FBgn0002778	377	0.13137977804886303	49.53017632442136	164	23	10	0	0	0
3979	decohere	FBgn0026261	376	0.22451407749965538	84.41729313987042	100	8	8	3	1	1
4963	decohere	FBgn0010415	374	0.20622434216458804	77.12790396955593	64	11	4	3	1	1
6478	decohere	FBgn0034583	374	0.2027488093523482	75.82805469777823	174	2	2	1	1	1
859	decohere	FBgn0026084	374	0.18681426925075803	69.8685366997835	16	14	9	2	0	0
2237	decohere	FBgn0034570	373	0.195024104490974	72.7439909751333	115	3	3	2	0	0
6386	decohere	FBgn0028697	372	0.17185417203192066	63.92975199587448	141	34	2	1	1	1
6042	decohere	FBgn0031654	372	0.15971017728051878	59.41218594835299	140	29	2	1	1	1
2877	decohere	FBgn0052479	371	0.170821878420682	63.374916894073024	133	3	3	2	0	0
1669	decohere	FBgn0001104	370	0.14053578780678005	51.99824148850862	109	30	13	0	0	0
2104	decohere	FBgn0010387	368	0.17658439582050187	64.98305766194468	87	33	1	1	1	1
5288	decohere	FBgn0035421	368	0.13656047688118922	50.25425549227763	109	30	13	0	0	0
3291	decohere	FBgn0051998	367	0.19325236465804213	70.92361782950147	115	3	3	2	0	0
3084	decohere	FBgn0030610	367	0.16977618087598048	62.307858381484834	67	12	7	3	1	1
288	decohere	FBgn0034067	367	0.15856059543137258	58.19173852331373	102	22	8	3	1	1
1917	decohere	FBgn0001139	366	0.21570755455440166	78.948964966911	133	3	3	2	0	0
4232	decohere	FBgn0264693	366	0.2130668730341384	77.98247553049465	10	9	9	2	0	0
5044	decohere	FBgn0019957	366	0.17901141005155205	65.51817607886805	155	29	2	1	1	1
5162	decohere	FBgn0032509	366	0.15645149403428288	57.26124681654753	98	12	7	3	1	1
5492	decohere	FBgn0025352	365	0.22629853279424147	82.59896446989814	155	29	2	1	1	1
2754	decohere	FBgn0032511	365	0.2114165888009621	77.16705491235116	52	2	2	1	1	1
5664	decohere	FBgn0052767	365	0.17270256841274909	63.03643747065342	143	6	6	4	0	0
3970	decohere	FBgn0004363	365	0.15798873030521307	57.66588656140277	168	20	8	3	1	1
5122	decohere	FBgn0036805	364	0.19678752144762465	71.63065780693537	155	29	2	1	1	1
2710	decohere	FBgn0015286	364	0.1688153349765765	61.448781931473846	10	9	9	2	0	0
263	decohere	FBgn0014189	363	0.19950458145443473	72.4201630679598	109	30	13	0	0	0
2525	decohere	FBgn0262733	363	0.18746849224866868	68.05106268626673	143	6	6	4	0	0
4750	decohere	FBgn0266549	362	0.1976116250113901	71.53540825412321	115	3	3	2	0	0
115	decohere	FBgn0261822	361	0.2039729248882769	73.63422588466796	64	11	4	3	1	1
5989	decohere	FBgn0263102	361	0.19992081438945172	72.17141399459207	133	3	3	2	0	0
180	decohere	FBgn0051313	361	0.16913999917852343	61.05953970344696	83	33	1	1	1	1
1675	decohere	FBgn0052000	361	0.16663620243462218	60.15566907889861	24	14	9	2	0	0
2199	decohere	FBgn0010213	360	0.2200319479847092	79.21150127449532	155	29	2	1	1	1
3837	decohere	FBgn0039555	360	0.15320097899265228	55.15235243735482	9	8	8	3	1	1
2399	decohere	FBgn0037312	359	0.1988967669043269	71.40393931865336	98	12	7	3	1	1
4335	decohere	FBgn0050423	359	0.19793075722118147	71.05714184240415	67	12	7	3	1	1
5005	decohere	FBgn0050042	359	0.18143136101323182	65.13385860375023	155	29	2	1	1	1
4031	decohere	FBgn0263697	359	0.16104773114390486	57.81613548066184	102	22	8	3	1	1
1369	decohere	FBgn0033183	359	0.1462449817261785	52.50194843969808	62	3	3	2	0	0
3835	decohere	FBgn0250838	357	0.19026939614764618	67.92617442470969	180	2	2	1	1	1
1750	decohere	FBgn0031360	357	0.18031786413925333	64.37347749771344	48	21	7	3	1	1
5535	decohere	FBgn0030306	357	0.1802807274640419	64.36021970466295	155	29	2	1	1	1
2512	decohere	FBgn0026415	357	0.15489757136629456	55.29843297776716	144	21	7	3	1	1
26	decohere	FBgn0032398	357	0.13832273505265302	49.38121641379713	25	20	8	3	1	1
1116	decohere	FBgn0011260	356	0.19438781179426376	69.2020609987579	104	3	3	2	0	0
1043	decohere	FBgn0020497	355	0.1765707629356183	62.682620842144495	133	3	3	2	0	0
1088	decohere	FBgn0037051	355	0.13320944224300857	47.28935199626804	102	22	8	3	1	1
4352	decohere	FBgn0016694	353	0.200706593381489	70.84942746366562	147	11	4	3	1	1
5	decohere	FBgn0266418	353	0.129841178973131	45.83393617751524	5	4	4	3	1	1
3092	decohere	FBgn0000578	352	0.21132099545725788	74.38499040095478	10	9	9	2	0	0
3200	decohere	FBgn0030572	350	0.19766354497033456	69.1822407396171	98	12	7	3	1	1
3653	decohere	FBgn0026375	350	0.17705421032994043	61.96897361547915	10	9	9	2	0	0
5118	decohere	FBgn0052675	350	0.1402044652163968	49.07156282573887	128	14	9	2	0	0
1259	decohere	FBgn0086711	349	0.19885153525767826	69.39918580492972	115	3	3	2	0	0
3462	decohere	FBgn0003863	349	0.137389578630217	47.94896294194573	125	29	2	1	1	1
5580	decohere	FBgn0053526	347	0.2109190008415856	73.1888932920302	96	22	8	3	1	1
1147	decohere	FBgn0086251	346	0.1893913119284302	65.52939392723685	115	3	3	2	0	0
5059	decohere	FBgn0011586	346	0.18645263979305324	64.51261336839642	177	13	9	2	0	0
222	decohere	FBgn0034893	345	0.19180823429039706	66.17384083018699	98	12	7	3	1	1
4923	decohere	FBgn0022344	344	0.1576185983538124	54.220797833711465	67	12	7	3	1	1
3055	decohere	FBgn0024509	343	0.14315574306252207	49.102419870445075	25	20	8	3	1	1
779	decohere	FBgn0039909	342	0.15590147952197536	53.318305996515576	144	21	7	3	1	1
2415	decohere	FBgn0026238	340	0.1697333910674642	57.709352962937835	143	6	6	4	0	0
1002	decohere	FBgn0051548	339	0.19609553589058792	66.4763866669093	155	29	2	1	1	1
2420	decohere	FBgn0030400	338	0.20819958019477308	70.3714581058333	10	9	9	2	0	0
2268	decohere	FBgn0035335	337	0.1770452713981053	59.664256461161486	98	12	7	3	1	1
5508	decohere	FBgn0004047	336	0.15794538143698483	53.06964816282691	87	33	1	1	1	1
2723	decohere	FBgn0013678	334	0.18294120872470201	61.102363714050476	156	37	4	3	1	1
6297	decohere	FBgn0263346	333	0.17258939991359828	57.47227017122823	24	14	9	2	0	0
4209	decohere	FBgn0037525	333	0.12883397973955565	42.90171525327204	5	4	4	3	1	1
6514	decohere	FBgn0261836	332	0.21903788658364395	72.7205783457698	147	11	4	3	1	1
5129	decohere	FBgn0024833	332	0.1810027447962104	60.09291127234185	102	22	8	3	1	1
5660	decohere	FBgn0259143	332	0.15852939223012377	52.631758220401096	10	9	9	2	0	0
4420	decohere	FBgn0259984	330	0.21815454312837362	71.9909992323633	10	9	9	2	0	0
3525	decohere	FBgn0029174	330	0.17316621168317164	57.144849855446644	98	12	7	3	1	1
2655	decohere	FBgn0069242	328	0.21430969020345242	70.29357838673239	170	40	7	3	1	1
2263	decohere	FBgn0029504	328	0.20841394650837963	68.35977445474852	24	14	9	2	0	0
6214	decohere	FBgn0086355	328	0.16711281821443427	54.81300437433444	170	40	7	3	1	1
1972	decohere	FBgn0023477	327	0.17440792055389465	57.03139002112355	140	29	2	1	1	1
1308	decohere	FBgn0040060	327	0.1429161997624733	46.73359732232877	125	29	2	1	1	1
5439	decohere	FBgn0015393	326	0.19663291717275663	64.10233099831866	126	7	7	3	1	1
4633	decohere	FBgn0030026	326	0.17600292148747798	57.37695240491782	26	21	7	3	1	1
2687	decohere	FBgn0052068	326	0.15404207116156732	50.217715198670945	174	2	2	1	1	1
3448	decohere	FBgn0039537	326	0.14415264968801578	46.993763798293145	155	29	2	1	1	1
6155	decohere	FBgn0028331	325	0.20220044576893054	65.71514487490242	10	9	9	2	0	0
6385	decohere	FBgn0011787	325	0.1580443685699116	51.36441978522127	53	20	8	3	1	1
2516	decohere	FBgn0016041	324	0.233608960864599	75.68930332013008	10	9	9	2	0	0
1339	decohere	FBgn0039800	323	0.21411871972147956	69.1603464700379	87	33	1	1	1	1
569	decohere	FBgn0030504	323	0.19875018389558183	64.19630939827293	24	14	9	2	0	0
3318	decohere	FBgn0031896	323	0.1830496204673488	59.12502741095366	24	14	9	2	0	0
4755	decohere	FBgn0267488	322	0.21135271913701367	68.0555755621184	115	3	3	2	0	0
4385	decohere	FBgn0262975	322	0.16363097564880888	52.68917415891646	16	14	9	2	0	0
5299	decohere	FBgn0015359	322	0.1608267659693032	51.78621864211563	102	22	8	3	1	1
2844	decohere	FBgn0010333	321	0.20374135885266376	65.40097619170507	164	23	10	0	0	0
6328	decohere	FBgn0036696	321	0.19621679110283258	62.985589944009256	98	12	7	3	1	1
123	decohere	FBgn0038989	321	0.16305387373951075	52.340293470382946	68	30	13	0	0	0
6132	decohere	FBgn0025336	321	0.15502838531674062	49.76411168667374	9	8	8	3	1	1
3347	decohere	FBgn0040493	321	0.1528495789156431	49.064714831921435	68	30	13	0	0	0
